ra_1	dec_1	cz	ecz	u	g	r	i	zm	mur	mem	dist	gl	gb	foo	rf	gr	rp
197.60206	28.96769	007108	006	19.000	18.273	17.707	17.646	18.244		1	02.495	57.75866	85.42861				
193.02302	26.19858	007851	001	18.490	17.656	17.385	17.282	17.153		1	02.497	311.90272	89.05891				
197.82894	27.96680	007320	011	17.855	16.832	16.286	16.005	15.965		1	02.498	44.85048	85.51522				
192.24715	27.37551	006270	001	17.443	15.923	15.621	15.550	15.386		1	02.510	188.36363	89.40211				
192.42622	26.89203	006850	002	15.847	14.206	13.330	12.918	12.662		1	02.526	244.29863	89.54745				
193.00152	26.15917	006173	002	16.934	15.449	14.644	14.331	14.088		1	02.539	310.42749	89.02264				
197.10992	29.75445	006897	002	18.665	17.655	17.373	17.264	17.161		1	02.569	69.02471	85.43281				
196.90673	29.92678	007603	002	18.444	17.663	17.243	17.059	16.767		1	02.572	72.08799	85.47562				
192.10357	28.30689	006831	002	18.416	17.278	16.931	16.839	17.003		1	02.577	152.34261	88.64466				
193.51242	25.76075	007295	008	19.334	17.805	17.153	16.848	16.612		1	02.577	326.22519	88.51278				
194.11487	30.43331	007587	001	18.615	17.725	17.540	17.305	17.292		1	02.582	104.81774	86.51669				
197.69802	28.99521	007497	005	18.327	17.446	17.282	17.319	17.395		1	02.583	57.67483	85.34052				
195.77390	25.47502	007283	002	17.228	16.327	15.965	15.785	15.646		1	02.588	01.25997	86.90836				
192.15399	27.36643	007984	004	19.249	17.760	17.186	16.861	16.739		1	02.592	191.97669	89.32909				
194.57748	30.53802	007563	002	17.607	16.729	16.374	16.193	16.233		1	02.595	99.52581	86.27303				
196.23765	25.58340	006574	005	19.337	17.820	17.461	17.385	17.655		1	02.629	06.65180	86.60177				
195.66406	25.38360	007242	001	16.926	15.978	15.553	15.332	15.170		1	02.653	358.81222	86.93911				
197.97212	27.59375	006153	005	18.677	17.611	17.024	16.721	16.569		1	02.656	39.95691	85.43586				
192.34324	26.74392	007206	012	19.696	17.633	16.980	16.697	16.710		1	02.659	252.67918	89.40040				
192.26046	26.89314	007372	002	17.373	15.561	14.777	14.401	14.126		1	02.659	236.57141	89.41683				
192.14531	28.84696	006723	001	17.341	16.451	16.117	16.057	15.996		1	02.660	142.91493	88.16926				
191.99368	28.17393	006113	003	19.888	18.377	17.675	17.389	17.286		1	02.661	158.98884	88.70324				
193.24267	30.15205	007302	002	18.604	17.554	17.067	16.832	16.638		1	02.669	116.67671	86.95757				
192.34905	29.32129	007485	002	18.468	16.766	16.365	16.236	16.329		1	02.691	134.40128	87.76133				
195.00166	30.66509	007511	002	18.371	17.562	17.469	17.559	17.497		1	02.696	95.50782	85.99696				
197.28031	29.83101	006926	002	18.408	17.086	16.498	16.147	15.962		1	02.729	68.79093	85.26737				
192.01130	27.27849	007826	005	18.085	16.528	15.780	15.411	15.138		1	02.737	201.47462	89.23082				
197.80309	26.81401	006357	002	18.465	16.817	16.065	15.658	15.432		1	02.743	29.97650	85.58318				
192.16595	26.87041	006062	006	18.835	17.926	17.624	17.527	17.310		1	02.746	235.42288	89.33042				
192.54133	29.67622	007126	001	18.788	17.845	17.600	17.459	17.655		1	02.749	129.12470	87.43671				
193.78079	30.51270	006414	003	17.027	15.354	14.572	14.172	13.896		1	02.757	109.73749	86.52068				
198.03303	27.33052	006119	002	16.447	14.617	13.815	13.417	13.183		1	02.761	36.63207	85.39566				
198.03101	27.32277	006278	004	18.512	16.766	16.026	15.670	15.497		1	02.761	36.53603	85.39763				
194.27373	30.66509	007355	002	17.506	16.586	16.197	16.046	15.950		1	02.769	103.97610	86.25282				
197.89860	29.06300	007272	002	19.094	17.761	17.143	16.826	16.640		1	02.771	57.62498	85.15254				
191.96836	27.26678	007938	007	19.489	17.906	17.162	16.816	16.491		1	02.777	202.81453	89.19539				
192.15993	29.19034	007133	002	17.899	16.832	16.465	16.290	16.049		1	02.777	139.41930	87.84767				
191.98049	27.22236	007967	002	15.378	13.460	12.621	12.198	11.987		1	02.779	205.86881	89.21240				
192.17812	29.23926	006979	002	18.054	16.448	16.088	15.960	15.956		1	02.784	138.65295	87.80524				
194.22789	30.67645	007221	002	16.887	15.884	15.442	15.257	15.177		1	02.790	104.60312	86.25514				
198.10773	28.53771	006367	003	16.855	15.204	14.427	14.003	13.825		1	02.795	51.03941	85.15015				
192.10030	26.85791	007400	001	16.309	14.503	13.699	13.297	13.023		1	02.804	234.54251	89.27151				
197.40633	26.15909	006350	002	18.867	16.906	16.642	16.634	17.470		1	02.805	20.54585	85.82230				
193.69927	30.54483	006232	003	16.794	15.662	15.159	14.887	14.757		1	02.815	110.98122	86.50516				
191.86821	27.45778	006623	002	16.216	14.737	13.967	13.569	13.281		1	02.820	192.19556	89.05947				
192.03871	26.93919	006888	002	17.315	15.681	14.895	14.498	14.219		1	02.823	227.24425	89.24486				
194.24112	30.71605	007260	002	15.982	14.376	13.572	13.208	12.977		1	02.825	104.63541	86.21400				
192.12596	29.26015	007487	003	18.209	17.187	16.733	16.557	16.537		1	02.834	139.62946	87.77225				
196.49461	25.46569	006527	003	17.227	15.964	15.346	15.015	14.786		1	02.837	06.71738	86.34176				
191.84638	27.46500	006569	006	19.604	18.069	17.758	17.459	17.704		1	02.837	192.19200	89.03880				
194.18339	30.71924	007878	002	16.650	14.933	14.175	13.824	13.558		1	02.841	105.36447	86.22679				
198.21604	27.88006	006429	003	17.001	15.842	15.232	14.896	14.712		1	02.842	43.15479	85.19016				
192.20620	29.42428	006781	004	18.308	16.827	16.118	15.759	15.574		1	02.850	136.84544	87.63300				
191.95669	27.00872	006354	002	18.046	16.464	15.748	15.390	15.171		1	02.866	221.18361	89.18726				
191.97817	26.95303	006926	002	18.504	17.649	17.342	17.081	17.336		1	02.868	225.31463	89.19571				
196.56302	25.46054	007242	002	15.913	14.801	14.292	14.034	13.829		1	02.871	07.09224	86.28466				
196.78738	30.39321	006858	002	18.628	17.830	17.390	17.180	17.081		1	02.882	77.33927	85.25560				
196.43589	25.38503	007362	002	17.497	16.571	16.095	15.770	15.555		1	02.885	05.20797	86.34977				
191.83501	27.24680	007744	007	19.260	17.746	17.035	16.712	16.465		1	02.897	205.28609	89.08104				
194.14589	30.76898	007814	003	18.407	16.871	16.156	15.816	15.551		1	02.897	106.05892	86.18933				
191.92485	26.98162	007151	001	16.118	14.294	13.473	13.066	12.770		1	02.902	222.71010	89.15483				
197.75715	29.57835	007272	001	16.893	14.510	13.733	13.245	13.180		1	02.903	63.69498	85.04295				
191.71919	27.79085	007274	002	18.101	17.156	16.862	16.733	16.665		1	02.906	179.45095	88.79054				
193.15324	30.41684	006922	002	17.932	16.729	16.234	15.966	15.850		1	02.931	118.52500	86.70135				
197.75647	29.63670	007049	002	15.569	13.640	12.865	12.479	12.234		1	02.934	64.28877	85.01542				
197.69852	29.70990	006355	003	16.293	14.932	14.343	14.064	14.026		1	02.935	65.30825	85.02312				
193.96815	25.18291	006878	002	17.468	16.536	16.093	15.883	15.697		1	02.935	330.27023	87.81494				
196.65166	25.42963	007184	003	17.653	15.943	15.536	15.296	15.213		1	02.937	07.23619	86.19938				
193.74106	30.70809	007885	003	18.408	16.471	15.846	15.522	15.254		1	02.951	110.97869	86.33799				
192.17531	26.41730	006903	002	16.334	15.040	14.383	14.031	13.780		1	02.954	262.10913	89.06269				
194.80264	25.00391	007755	003	18.704	17.562	17.193	16.991	16.866		1	02.971	342.77231	87.25064				
192.01287	26.63319	006569	009	20.382	18.248	17.520	17.229	17.031		1	02.972	245.98855	89.09706				
198.35708	27.76346	006153	002	16.804	15.045	14.137	13.726	13.515		1	02.974	41.61200	85.08044				
198.36229	27.80238	006390	002	15.274	13.355	12.535	12.149	11.878		1	02.976	42.05668	85.07154				
196.87958	25.50498	007683	002	18.021	16.933	16.442	16.175	15.939		1	02.981	09.58246	86.04813				
192.02479	29.44318	006911	007	17.307	16.221	15.766	15.648	15.957		1	02.997	140.35096	87.57121				
191.85223	29.20739	006977	001	19.150	18.034	17.751	17.634	17.733		1	03.029	145.82222	87.73922				
196.36198	25.19117	007108	003	17.928	16.716	16.210	15.972	15.849		1	03.033	02.07327	86.30769				
198.15952	26.79860	006650	001	19.047	17.854	17.453	17.431	16.796		1	03.039	30.14519	85.26496				
191.54483	27.93777	006916	001	17.444	15.884	15.129	14.773	14.537		1	03.053	177.85283	88.58075				
191.79637	29.18845	006925	002	17.784	16.618	16.196	15.978	15.815		1	03.066	147.14599	87.73665				
198.47410	28.07076	007010	004	18.968	17.131	16.820	16.764	16.832		1	03.068	44.95085	84.93632				
194.52225	31.01404	007608	002	18.237	17.485	17.221	17.309	17.492		1	03.073	102.82537	85.85153				
197.82568	29.79407	007268	003	17.600	15.916	15.112	14.663	14.418		1	03.074	65.50565	84.88539				
196.40099	30.79065	006658	001	18.208	17.249	16.921	16.725	16.708		1	03.074	83.54220	85.20333				
198.47782	27.71302	006206	005	19.143	18.153	17.651	17.432	17.140		1	03.085	40.90882	84.97918				
196.60817	25.23801	007465	002	18.639	17.733	17.425	17.310	17.130		1	03.086	04.43761	86.14161				
193.97268	30.93495	007385	007	20.044	17.772	17.493	17.308	18.152		1	03.098	108.85666	86.07092				
198.45530	27.46926	006320	005	18.791	17.716	17.181	16.840	16.619		1	03.099	38.13589	85.01615				
191.48552	27.84462	007771	001	18.926	17.908	17.558	17.439	17.264		1	03.109	182.17205	88.58622				
191.59630	27.11238	006939	003	18.394	17.231	16.634	16.344	16.327		1	03.138	213.45273	88.87560				
191.54004	27.24706	007901	008	19.449	18.033	17.317	17.030	16.752		1	03.150	206.85042	88.82035				
192.13731	26.11552	006401	002	16.918	16.053	15.610	15.408	15.364		1	03.153	270.25222	88.79899				
191.44935	28.41933	007813	002	17.664	16.340	15.947	15.671	15.616		1	03.162	166.62594	88.20461				
191.40105	28.11964	006802	002	16.857	15.576	14.882	14.518	14.296		1	03.180	175.09950	88.37135				
191.53800	28.95850	007070	002	17.724	16.703	16.244	16.024	15.901		1	03.201	155.13086	87.82977				
194.56894	31.15898	007796	001	16.949	15.729	15.122	14.804	14.544		1	03.212	103.01781	85.70184				
191.39731	28.76191	006949	003	16.725	15.838	15.155	14.857	14.672		1	03.268	160.92393	87.91744				
191.33895	28.59088	007141	002	19.121	17.464	16.990	16.793	16.781		1	03.284	165.16501	88.01349				
191.85901	29.78779	006738	004	20.386	18.754	17.932	17.558	17.249		1	03.297	140.99588	87.19883				
198.75896	28.03636	006531	002	17.001	15.881	15.373	15.119	14.915		1	03.319	44.14226	84.69333				
194.45460	31.27544	007839	002	17.571	15.895	15.200	14.863	14.614		1	03.340	104.75730	85.62550				
194.42242	31.27527	007884	002	17.022	15.228	14.416	14.018	13.711		1	03.344	105.09834	85.63451				
197.13646	30.74817	007044	001	17.070	15.823	15.502	15.404	15.295		1	03.345	77.99207	84.79393				
196.64077	24.96281	006283	005	17.422	16.328	15.961	15.809	15.689		1	03.346	01.25983	85.97166				
195.37908	24.62957	007604	002	23.820	23.690	21.900	21.751	21.580		1	03.357	345.70474	86.62645				
194.87449	31.33566	007538	002	16.926	15.440	14.783	14.472	14.254		1	03.368	100.73616	85.44023				
191.18420	27.89156	006318	002	16.500	15.330	14.987	14.833	14.732		1	03.373	185.35654	88.32957				
191.21376	28.50361	007344	004	17.013	15.797	15.214	14.890	14.665		1	03.379	169.17333	87.99749				
198.50605	29.40701	006561	005	17.349	15.805	15.244	14.939	14.972		1	03.394	58.86878	84.53056				
194.21912	31.29527	007909	004	17.107	15.751	15.138	14.824	14.601		1	03.395	107.36350	85.66743				
191.30266	29.01231	007116	002	19.754	17.986	17.639	17.597	18.207		1	03.413	158.66479	87.66840				
195.80673	31.32059	007794	004	18.018	16.909	16.378	16.140	16.115		1	03.424	92.11049	85.08214				
195.85728	31.31757	007737	003	19.241	18.109	17.568	17.336	17.302		1	03.430	91.66762	85.06149				
191.11998	28.43308	007178	002	17.888	17.195	16.890	16.641	16.838		1	03.451	172.23665	87.98236				
198.22489	29.96151	006496	001	18.930	18.033	17.711	17.552	17.389		1	03.453	65.20530	84.50187				
196.60265	31.13663	007255	004	19.639	17.345	16.812	16.558	16.433		1	03.460	84.62394	84.82812				
198.85663	27.30324	006480	005	17.143	16.094	15.654	15.392	15.278		1	03.480	36.18184	84.66443				
198.65695	29.31805	006530	003	18.267	17.097	16.541	16.227	16.015		1	03.481	57.48884	84.44318				
197.76902	30.48298	006293	002	17.457	16.398	15.958	15.736	15.557		1	03.486	72.04197	84.54574				
198.29335	29.98038	006528	001	18.189	17.327	16.985	16.843	16.678		1	03.513	65.07129	84.44099				
191.17753	27.01385	006905	003	18.081	16.565	15.907	15.591	15.448		1	03.523	216.91695	88.49797				
191.10975	27.19278	006448	003	16.808	15.508	14.879	14.584	14.369		1	03.535	210.15917	88.44189				
191.10844	27.19203	006527	002	20.963	20.444	20.065	20.310	19.969		1	03.536	210.18819	88.44075				
194.98869	31.50600	007729	003	18.263	16.705	16.358	16.308	16.103		1	03.537	100.46552	85.24522				
195.68669	31.47817	007222	005	19.130	16.902	16.526	16.415	16.278		1	03.559	94.06982	85.00058				
191.52711	29.82316	007825	001	18.627	17.317	16.889	16.661	16.580		1	03.561	146.10634	87.06168				
196.73703	24.76495	006749	001	18.360	18.074	18.054	17.750	17.280		1	03.562	359.66309	85.78830				
195.85919	31.45614	007141	001	18.284	17.431	17.265	17.165	17.063		1	03.566	92.50214	84.94350				
191.97559	30.37370	007349	010	18.866	17.343	17.153	17.080	17.142		1	03.571	136.15045	86.66336				
198.00144	30.39951	007577	001	18.219	16.575	16.282	16.132	16.163		1	03.573	70.11805	84.43179				
191.38096	26.39268	007752	002	18.879	17.620	17.128	16.802	16.661		1	03.585	241.72322	88.48876				
194.64486	24.39354	006724	001	17.999	17.216	17.046	17.003	16.888		1	03.590	333.77887	86.82774				
194.20628	31.49876	006869	002	19.011	17.910	17.650	17.557	17.492		1	03.596	108.21770	85.47461				
196.92842	24.81059	006321	002	15.948	14.226	13.579	13.277	13.394		1	03.600	01.47875	85.66999				
192.83304	31.05963	006825	001	15.985	14.416	13.730	13.355	13.119		1	03.620	123.26228	86.06855				
198.29218	30.19138	006987	002	17.353	16.152	15.494	15.143	14.962		1	03.635	66.93631	84.33486				
197.85830	30.61960	006199	002	19.831	19.947	19.884	19.929	20.732		1	03.638	72.69336	84.40207				
194.54165	24.34892	006778	002	16.429	15.525	15.161	14.952	14.804		1	03.644	331.90031	86.83457				
190.92552	27.37300	007341	002	17.921	16.801	16.419	16.214	16.084		1	03.658	204.38812	88.26337				
196.08851	24.43037	007537	002	17.771	17.049	16.749	16.692	16.477		1	03.671	350.78786	86.03390				
198.38181	30.14937	006513	009	19.131	17.698	17.452	17.600	20.087		1	03.672	66.17030	84.29007				
190.85140	27.68716	007406	001	18.041	17.059	16.711	16.551	16.335		1	03.680	195.06411	88.13179				
192.52510	25.02222	006448	002	16.160	15.139	14.763	14.564	14.455		1	03.687	294.74156	87.87266				
199.18434	28.20014	007136	002	16.964	15.872	15.409	15.200	15.120		1	03.698	45.22294	84.29729				
194.26204	31.62554	006984	003	17.102	15.727	15.141	14.829	14.564		1	03.712	108.06797	85.33976				
198.78886	29.63620	006741	002	16.994	15.682	15.042	14.715	14.545		1	03.714	59.99708	84.21299				
190.85734	27.37311	007330	002	18.496	17.299	16.837	16.627	16.424		1	03.717	204.64147	88.20333				
199.20152	28.36178	006545	005	19.012	17.173	16.706	16.509	16.061		1	03.724	46.79162	84.25397				
191.73529	25.62168	006788	001	18.228	17.155	16.941	16.991	16.906		1	03.742	268.91715	88.18781				
195.98761	31.61309	007061	001	18.773	17.599	17.283	17.081	16.869		1	03.743	92.39413	84.75240				
190.97093	26.86333	007529	002	16.683	14.996	14.204	13.811	13.582		1	03.744	221.44917	88.29652				
198.30065	30.36216	006494	005	17.593	16.557	16.070	15.829	15.724		1	03.745	68.35050	84.23791				
194.68992	24.23395	006790	004	18.254	16.561	16.241	16.084	16.697		1	03.746	333.01471	86.66875				
190.77231	27.71408	007508	002	15.591	14.635	14.291	14.085	13.902		1	03.747	194.90578	88.05695				
197.69578	25.07898	007037	002	18.547	17.640	17.347	17.189	16.992		1	03.764	08.75029	85.19839				
190.72534	27.77439	007429	002	18.729	18.103	17.731	17.462	17.170		1	03.784	193.60352	87.99901				
197.13158	24.70077	007123	002	16.035	14.477	13.621	13.181	12.832		1	03.785	01.59764	85.45549				
190.98044	29.36961	007065	002	18.128	17.346	17.154	17.072	16.933		1	03.795	158.93724	87.21382				
198.66881	29.99725	006850	003	16.845	15.567	15.087	14.823	14.723		1	03.795	63.64736	84.14772				
198.91381	29.61084	006517	006	17.833	16.389	15.868	15.546	15.456		1	03.802	59.33601	84.12394				
198.89537	29.67608	006595	002	15.682	13.899	13.114	12.711	12.587		1	03.815	59.98151	84.11221				
190.81411	27.08561	006796	003	17.536	16.269	15.622	15.281	15.001		1	03.816	213.80738	88.17882				
198.90773	29.65847	006554	007	18.229	16.955	16.499	15.976	16.587		1	03.817	59.78210	84.10959				
192.90821	31.35277	006180	006	16.670	14.892	14.371	14.226	14.423		1	03.841	122.36703	85.77527				
199.35377	27.75014	007028	003	18.797	17.786	17.557	17.390	17.343		1	03.855	40.58120	84.20357				
192.20365	24.99926	006816	002	18.667	17.883	17.413	16.991	17.025		1	03.884	287.31892	87.79101				
196.91020	31.48697	007840	003	17.741	16.302	15.648	15.300	15.059		1	03.889	84.88510	84.39088				
198.60885	30.25050	007594	002	17.123	16.069	15.633	15.454	15.355		1	03.891	66.04855	84.06966				
191.61310	30.51578	006614	003	17.408	16.249	15.806	15.577	15.452		1	03.901	140.50134	86.44091				
198.66416	30.22502	007065	002	17.118	15.891	15.318	15.020	14.883		1	03.916	65.60422	84.04111				
190.68810	27.11752	006563	002	16.803	15.052	14.301	13.918	13.612		1	03.917	212.75501	88.06740				
197.71891	24.86537	007425	007	17.197	15.847	15.353	15.248	15.270		1	03.944	06.62500	85.08153				
199.43828	27.56987	006982	002	15.755	14.408	13.748	13.367	13.131		1	03.947	38.76160	84.14059				
197.95012	30.97259	007433	004	17.683	16.027	15.210	14.754	14.403		1	03.951	74.96756	84.12073				
191.75206	30.72758	006650	002	19.126	17.925	17.392	17.130	17.080		1	03.953	137.73817	86.27253				
191.56409	30.63488	006554	004	18.086	16.515	15.806	15.532	15.267		1	04.010	140.54682	86.31459				
197.85459	24.85969	007106	002	19.027	17.927	17.597	17.433	17.343		1	04.025	07.23735	84.97031				
196.09107	31.88292	007088	001	18.381	17.554	17.319	17.181	17.216		1	04.026	93.10957	84.47664				
190.70265	26.63967	006663	002	16.366	14.870	14.105	13.720	13.439		1	04.044	226.69302	88.01523				
197.45828	24.57758	007089	002	15.746	14.498	13.873	13.597	13.541		1	04.044	02.30469	85.13926				
197.46900	24.56047	007028	003	17.120	15.592	14.825	14.538	14.253		1	04.064	02.19708	85.12181				
194.93887	32.04502	006795	002	15.602	14.485	14.044	13.788	13.601		1	04.076	103.24585	84.76164				
199.20577	26.34628	007016	005	18.952	17.859	17.423	17.361	17.051		1	04.078	26.51327	84.27923				
191.54685	30.72274	006535	002	15.889	14.392	13.560	13.195	12.914		1	04.079	140.34281	86.22648				
190.42451	28.65000	007651	008	18.879	17.846	17.528	17.623	17.693		1	04.086	177.10381	87.36431				
190.40866	28.56926	007552	005	17.815	16.672	16.281	16.055	15.913		1	04.088	178.74074	87.39775				
191.54212	30.73191	006554	002	16.083	14.517	13.777	13.370	13.047		1	04.088	140.35834	86.21650				
198.78424	30.40377	006941	001	16.659	15.137	14.464	14.118	13.875		1	04.103	66.57148	83.86136				
190.37629	27.63998	007690	002	18.586	17.709	17.449	17.327	17.268		1	04.103	199.29668	87.73651				
190.48639	26.96940	007166	001	18.694	17.474	17.165	17.167	17.303		1	04.128	216.68991	87.88055				
190.48444	26.97143	007213	001	17.113	15.860	15.599	15.410	15.412		1	04.129	216.63129	87.87899				
190.31817	27.85316	007733	003	16.050	15.105	14.708	14.459	14.361		1	04.139	194.52251	87.63202				
190.83884	26.09265	007256	001	22.436	16.796	16.662	16.557	19.062		1	04.155	242.29915	87.91768				
195.68598	32.08504	007309	002	17.830	16.201	15.371	14.983	14.725		1	04.158	97.24796	84.46817				
190.37965	27.24313	007379	015	19.528	18.133	17.422	17.108	16.883		1	04.159	209.38465	87.79116				
190.54541	29.44750	006922	005	19.582	18.082	17.434	17.157	16.971		1	04.177	163.69215	86.91293				
192.73576	31.66544	007268	002	18.560	17.111	16.793	16.706	16.729		1	04.186	124.26282	85.46153				
198.63522	30.70579	007469	002	15.340	13.975	13.326	13.005	12.798		1	04.186	69.58721	83.80830				
197.76156	31.40407	007082	002	18.441	17.655	17.325	17.056	16.857		1	04.189	79.10373	83.95427				
199.74564	27.81219	006329	005	18.985	18.116	17.669	17.456	17.257		1	04.197	40.90126	83.85293				
190.24202	27.98120	007281	005	16.980	15.688	15.118	14.751	14.676		1	04.202	192.14832	87.52773				
192.73344	31.68788	007288	001	19.558	18.063	17.992	18.027	18.155		1	04.206	124.28078	85.43905				
190.28051	27.46189	007169	003	17.963	16.171	15.372	14.965	14.717		1	04.209	204.05908	87.68407				
199.77476	27.81854	006437	004	17.754	16.994	16.625	16.449	16.036		1	04.222	40.94014	83.82674				
197.98778	24.70117	007084	002	19.901	16.732	16.263	15.682	17.013		1	04.224	06.31838	84.78858				
199.43443	29.64609	006813	005	18.064	17.045	16.706	16.596	16.620		1	04.231	57.99465	83.69288				
190.20216	27.77610	006650	005	18.360	16.579	16.001	15.683	15.447		1	04.246	196.95993	87.55460				
199.78432	28.50692	006621	003	15.398	13.490	13.059	12.701	12.536		1	04.248	47.22015	83.72321				
192.87313	31.81457	007339	003	17.276	15.882	15.031	14.572	14.215		1	04.264	122.78996	85.31367				
190.51547	29.66637	007215	007	19.050	17.720	17.284	17.106	17.086		1	04.280	161.47082	86.73009				
198.78726	30.70718	006692	002	19.338	18.066	17.560	17.313	17.088		1	04.288	68.93482	83.69852				
195.75713	32.21072	007115	002	18.045	16.067	15.424	15.103	14.723		1	04.292	97.28467	84.32884				
199.17122	30.24845	006661	015	27.466	17.787	17.274	17.052	17.131		1	04.297	63.82313	83.64612				
199.86670	27.74897	006967	002	17.557	16.353	15.723	15.405	15.141		1	04.307	40.24077	83.75103				
190.20296	27.27096	006469	002	17.706	16.598	16.027	15.750	15.592		1	04.308	208.86890	87.63298				
193.89378	32.20597	006844	002	17.019	15.417	14.653	14.266	14.038		1	04.343	113.14767	84.84346				
197.90312	31.50806	006928	002	16.116	14.325	13.529	13.164	12.926		1	04.344	79.02651	83.79513				
197.16747	24.07697	006625	002	19.249	17.945	17.540	17.492	17.699		1	04.352	355.73369	85.06075				
199.91697	27.70606	006934	001	17.432	16.190	15.476	15.140	14.892		1	04.355	39.82134	83.70952				
195.72682	23.65718	007427	002	17.208	15.466	14.662	14.239	13.973		1	04.361	340.28957	85.66936				
190.09298	27.45093	007332	009	20.248	18.072	17.429	17.160	17.279		1	04.375	204.82199	87.52038				
190.05320	28.36055	007449	004	18.941	17.639	17.121	16.891	16.692		1	04.379	185.89462	87.22757				
190.15379	27.07923	006652	001	17.921	16.908	16.607	16.470	16.430		1	04.389	213.48123	87.59099				
198.74935	30.90499	006876	003	17.303	16.003	15.555	15.435	15.214		1	04.390	70.58447	83.61501				
191.42165	24.95559	006786	001	17.236	16.479	16.243	16.125	16.013		1	04.398	271.87791	87.47236				
193.26224	32.10701	006813	002	16.170	14.594	13.930	13.578	13.372		1	04.403	119.00750	85.00896				
190.16222	26.96798	006665	002	18.086	16.931	16.377	16.125	15.923		1	04.408	216.13481	87.59246				
197.34334	24.09242	006477	006	18.290	17.270	16.893	16.767	16.367		1	04.411	357.01894	84.94462				
199.99299	28.24704	006804	002	16.477	15.197	14.564	14.255	13.998		1	04.412	44.62198	83.58606				
190.76775	30.38723	007174	001	16.658	15.755	15.693	15.664	15.893		1	04.416	151.79982	86.26078				
190.28945	29.53866	007031	005	18.006	16.369	15.837	15.613	15.939		1	04.418	165.51127	86.69459				
195.95896	23.63355	007410	002	17.886	17.292	17.059	17.017	16.673		1	04.421	342.31306	85.52225				
190.35885	26.38604	007080	008	18.189	17.291	16.874	16.653	16.557		1	04.422	230.75301	87.64706				
190.16041	26.89361	006540	006	18.523	17.138	16.435	16.126	15.900		1	04.428	217.89105	87.58397				
197.53255	24.16575	006971	001	17.809	17.053	16.735	16.596	16.495		1	04.431	358.84569	84.85078				
193.24804	32.13674	006636	002	18.753	17.599	17.327	17.188	17.169		1	04.435	119.16900	84.98015				
189.97975	27.82722	006501	002	18.770	17.652	17.240	16.993	16.912		1	04.439	196.96985	87.35133				
193.46877	32.24168	006986	002	16.132	14.348	13.527	13.110	12.816		1	04.473	117.17090	84.85928				
190.20652	29.50015	006666	003	19.016	18.239	17.701	17.424	17.394		1	04.473	166.86742	86.67148				
189.93727	27.82683	006697	001	17.587	16.787	16.529	16.370	16.171		1	04.477	197.18038	87.31506				
195.60433	32.42573	007511	004	21.468	19.877	19.482	19.237	19.715		1	04.487	99.38773	84.19216				
199.52490	30.14098	006858	002	18.881	17.782	17.301	17.112	18.160		1	04.511	61.74949	83.42144				
200.11486	28.12401	006760	005	18.043	17.290	16.855	17.008	17.554		1	04.516	43.40961	83.49618				
190.10779	26.73209	006766	006	17.700	16.145	15.434	15.100	14.906		1	04.518	221.47995	87.51498				
198.76818	24.93880	006594	002	18.680	17.792	17.538	17.468	17.437		1	04.534	11.83815	84.25801				
194.48504	32.48166	007005	005	18.742	17.865	17.435	17.246	17.147		1	04.534	108.56929	84.46415				
190.16303	26.52621	006581	001	17.643	18.331	18.101	18.103	22.728		1	04.536	226.36786	87.51965				
193.66675	32.36710	007244	002	17.281	15.908	15.287	14.973	14.931		1	04.546	115.50952	84.71454				
190.15159	26.50792	006775	003	18.175	16.964	16.485	16.100	16.468		1	04.552	226.71486	87.50508				
192.53826	32.00652	007078	002	17.528	16.476	16.085	15.918	15.807		1	04.565	126.13148	85.11375				
193.57493	32.36899	006733	003	19.922	17.960	17.210	16.798	16.610		1	04.569	116.34772	84.72263				
189.82508	27.90865	006472	004	16.761	15.429	14.719	14.318	14.088		1	04.572	196.06269	87.19813				
189.81302	27.71449	007727	002	19.140	17.817	17.443	17.352	17.418		1	04.594	200.00123	87.23310				
189.79776	28.00525	007240	002	16.839	15.646	15.059	14.757	14.550		1	04.594	194.32061	87.14781				
189.78912	28.26985	007612	002	17.689	17.891	17.592	17.395	17.224		1	04.606	189.44406	87.05167				
193.26529	32.32679	006547	002	16.722	15.838	15.578	15.481	15.533		1	04.608	119.15322	84.78955				
199.00465	25.05639	006889	001	17.286	16.437	16.176	16.076	15.914		1	04.617	13.72691	84.10598				
190.68730	25.41897	006982	002	17.432	16.767	16.418	16.314	16.462		1	04.620	253.71537	87.40869				
190.07003	26.47378	006569	004	18.179	17.135	16.698	16.453	16.372		1	04.632	227.02772	87.42569				
189.86510	27.10232	007051	002	16.159	14.561	13.832	13.477	13.264		1	04.635	212.80671	87.33466				
189.83578	28.91315	007470	002	21.087	19.756	21.186	21.043	18.894		1	04.638	178.45851	86.78918				
190.03738	26.53655	007040	001	18.531	17.592	17.384	17.241	17.194		1	04.639	225.51493	87.41324				
189.75145	28.31460	007536	001	16.670	15.712	15.252	15.020	14.786		1	04.641	188.88876	87.00398				
199.94171	29.69253	007174	008	18.218	17.935	17.550	17.506	17.498		1	04.658	56.96597	83.26532				
196.97800	32.30662	007809	002	18.151	17.526	17.274	17.207	17.540		1	04.662	89.29945	83.70788				
189.74354	27.56362	006713	004	18.863	17.206	16.521	16.193	15.979		1	04.669	203.27882	87.19832				
196.10430	32.54816	006897	004	18.310	17.246	16.829	16.642	16.491		1	04.677	96.28147	83.89382				
