#ra_1	dec_1	cz	ecz	zsource	ra_2	dec_2	u	g	r	i	zm	mur	gr	r50	rp	rf
#----	-----	--	---	-------	----	-----	-	-	-	-	--	---	--	---	--	--
260.032470	26.667389	0.153734	0.000190999	Keck/DEIMOS	260.032453	26.667379	23.345	21.637	20.619	20.205	20.362	022.674	01.073	00.935	20.825	21.361
260.032512	26.634153	0.163673	6.8314e-05	MMT/Hectospec	260.032507	26.634153	23.108	21.303	20.239	19.796	19.496	021.679	01.120	00.693	20.480	20.803
260.032913	26.662414	0.186417	0.000145367	MMT/Hectospec	260.032922	26.662413	23.075	20.926	20.249	19.892	19.917	022.600	00.731	01.059	20.481	21.107
260.033025	26.732708	0.490513	9.55996e-05	MMT/Hectospec	260.033020	26.732708	25.063	21.393	20.163	19.398	19.025	023.081	01.279	01.421	20.323	21.220
260.033720	26.596111	0.159816	0.000291736	Keck/DEIMOS	260.033703	26.596228	23.651	21.793	21.160	20.511	20.621	023.581	00.689	01.127	21.326	21.582
260.034429	26.473928	0.166325	0.000104472	MMT/Hectospec	260.034426	26.473927	20.885	19.327	18.450	18.015	17.705	021.984	00.926	01.916	18.577	19.817
260.034700	26.689444	0.15775	0.000298374	Keck/DEIMOS	260.034741	26.689653	24.285	22.501	21.615	21.217	20.721	022.933	00.938	00.628	21.948	22.168
260.034913	26.433363	0.163174	5.46712e-05	MMT/Hectospec	260.034924	26.433363	19.753	18.257	17.270	16.853	16.513	021.814	01.036	02.808	17.577	19.138
260.034942	26.730408	0.16279	0.000126421	MMT/Hectospec	260.034936	26.730407	22.572	20.519	19.411	19.004	18.669	021.226	01.156	00.851	19.581	20.097
260.034970	26.628334	0.161768	0.000310515	Keck/DEIMOS	260.034939	26.628383	20.912	20.570	19.475	19.321	20.576	027.042	01.152	13.204	19.443	22.385
260.035200	26.619188	0.149981	0.000102238	MMT/Hectospec	260.035197	26.619188	21.698	19.721	18.602	18.153	17.808	020.555	01.175	00.915	18.753	19.357
260.035220	26.644167	0.160147	0.000415588	Keck/DEIMOS	260.035223	26.644288	24.032	22.283	21.335	20.938	20.867	022.856	01.005	00.719	21.577	21.884
260.035342	26.747772	0.155672	0.000128489	MMT/Hectospec	260.035348	26.747773	21.907	21.001	20.078	19.725	19.407	022.400	00.971	01.069	20.260	20.937
260.035400	26.620733	0.161498	9.00624e-05	MMT/Hectospec	260.035402	26.620733	22.116	21.077	20.005	19.558	19.463	023.252	01.129	01.727	20.071	21.151
260.035458	26.519100	0.165279	0.000147969	MMT/Hectospec	260.035455	26.519101	22.048	21.318	20.538	20.111	19.682	022.421	00.830	00.840	20.805	21.191
260.035687	26.570711	0.161344	0.000135527	MMT/Hectospec	260.035702	26.570712	21.159	19.726	18.754	18.371	18.084	021.181	01.026	01.196	18.797	19.608
260.035742	26.756767	0.106749	0.000196803	MMT/Hectospec	260.035748	26.756767	21.350	19.947	19.340	19.013	18.926	021.243	00.654	00.885	19.513	19.851
260.036058	26.368189	0.10067	0.000142699	MMT/Hectospec	260.036048	26.368188	20.436	19.340	18.854	18.592	18.478	021.648	00.538	01.338	19.021	19.768
260.036171	26.841841	0.257459	0.000101871	MMT/Hectospec	260.036180	26.841842	20.486	19.382	18.522	18.153	17.867	021.989	00.909	01.818	18.696	19.856
260.036229	26.605904	0.16107	8.62598e-05	MMT/Hectospec	260.036224	26.605904	23.318	21.161	20.167	19.654	19.474	021.808	01.050	00.784	20.341	20.790
260.036620	26.763889	0.769057	6.99819e-05	Keck/DEIMOS	260.036624	26.764094	26.956	22.235	21.523	21.282	21.820	025.324	00.759	02.178	21.639	22.876
260.037380	26.579723	0.156863	0.00058614	Keck/DEIMOS	260.037378	26.579827	23.997	22.240	21.709	21.397	21.276	024.265	00.586	01.234	21.813	22.651
260.037600	26.746944	0.166659	0.000439872	Keck/DEIMOS	260.037576	26.747129	24.421	22.033	21.030	20.667	20.203	022.161	01.051	00.636	21.149	21.499
260.037917	26.622314	0.157635	8.71271e-05	MMT/Hectospec	260.037913	26.622314	22.109	19.642	18.575	18.054	17.667	020.564	01.124	00.894	18.812	19.219
260.037990	26.723333	0.579115	0.000136695	Keck/DEIMOS	260.038012	26.723414	22.704	22.313	21.639	21.157	20.649	022.792	00.723	00.598	21.913	22.184
260.038180	26.609722	0.162413	0.00038987	Keck/DEIMOS	260.038169	26.609722	24.764	21.804	20.759	20.330	19.937	022.231	01.101	00.720	20.949	21.302
260.038760	26.688610	0.154413	0.000155775	Keck/DEIMOS	260.038765	26.688799	21.670	20.038	18.931	18.532	18.163	021.329	01.158	01.101	19.125	19.833
260.038804	26.468208	0.165356	0.000103172	MMT/Hectospec	260.038809	26.468209	23.279	20.689	19.660	19.244	19.346	021.719	01.077	00.948	19.840	20.322
260.039121	26.375872	0.160799	9.26976e-05	MMT/Hectospec	260.039111	26.375873	24.517	21.318	20.282	19.872	19.591	022.648	01.088	01.082	20.482	21.015
260.039121	26.619545	0.164567	9.83348e-05	MMT/Hectospec	260.039120	26.619545	23.700	20.767	19.702	19.237	19.059	022.645	01.122	01.402	19.916	20.809
260.039150	26.625000	0.160303	0.00037983	Keck/DEIMOS	260.039177	26.625254	19.067	18.784	18.080	18.020	17.509	026.012	00.761	14.650	18.188	20.451
260.039220	26.637501	0.162587	0.000384567	Keck/DEIMOS	260.039225	26.637666	23.858	22.317	21.396	21.002	21.184	023.201	00.978	00.850	21.559	22.022
260.039404	26.630154	0.163183	0.000172486	MMT/Hectospec	260.039400	26.630153	21.790	19.683	18.512	17.945	17.591	020.923	01.228	01.104	18.713	19.356
260.039663	26.432947	0.163512	0.00015881	MMT/Hectospec	260.039650	26.432948	22.065	20.966	20.273	20.016	19.656	022.773	00.742	01.172	20.433	21.156
260.039830	26.595556	0.163828	0.000373926	Keck/DEIMOS	260.039827	26.595807	24.034	22.312	21.240	20.872	20.164	023.639	01.128	01.055	21.528	22.164
260.039833	26.725653	0.168254	0.00010604	MMT/Hectospec	260.039836	26.725654	22.393	20.071	19.165	18.775	18.530	021.643	00.956	01.132	19.379	20.090
260.040750	26.823442	0.159636	0.000181226	MMT/Hectospec	260.040751	26.823443	25.067	20.893	19.839	19.575	19.375	021.937	01.102	00.980	19.986	20.268
260.040990	26.618223	0.154088	0.000174921	Keck/DEIMOS	260.040988	26.618211	23.531	20.968	19.990	19.618	19.235	022.539	01.034	01.151	20.239	20.991
260.041500	26.593056	0.161048	0.000377562	Keck/DEIMOS	260.041483	26.593084	23.357	22.146	21.114	20.853	20.418	022.739	01.087	00.728	21.433	21.749
260.041525	26.602839	0.157476	8.73939e-05	MMT/Hectospec	260.041512	26.602839	23.261	21.313	20.227	19.798	19.519	021.656	01.142	00.705	20.420	20.799
260.041660	26.643888	0.157872	0.000320889	Keck/DEIMOS	260.041684	26.643900	23.272	22.347	21.314	20.980	21.017	022.906	01.089	00.758	21.513	21.932
260.041720	26.667915	0.157191	0.00051479	Keck/DEIMOS	260.041731	26.667906	23.129	22.205	21.378	20.870	21.493	022.748	00.881	00.671	21.619	21.857
260.041837	26.625566	0.160115	0.000109676	MMT/Hectospec	260.041831	26.625566	18.162	16.427	15.367	14.893	14.590	021.882	01.117	06.792	15.727	18.270
260.041930	26.634832	0.154989	0.00021605	Keck/DEIMOS	260.041910	26.634819	23.742	21.758	20.703	20.220	20.175	022.069	01.111	00.684	20.899	21.270
260.041954	26.852060	0.159033	0.000175522	MMT/Hectospec	260.041959	26.852061	20.667	18.850	17.699	17.251	16.889	021.059	01.200	01.728	17.876	18.906
260.042267	26.363684	0.178405	0.000103038	MMT/Hectospec	260.042265	26.363682	20.505	19.448	18.615	18.119	17.794	021.280	00.885	01.248	18.804	19.481
260.042570	26.617556	0.160023	0.000324692	Keck/DEIMOS	260.042556	26.617549	22.165	20.016	18.850	18.330	17.992	020.954	01.222	00.964	19.039	19.662
260.042850	26.667221	0.15283	0.000249573	Keck/DEIMOS	260.042851	26.667244	23.016	21.547	20.647	20.192	19.624	022.375	00.954	00.796	20.875	21.297
260.043910	26.586390	0.155331	0.00063037	Keck/DEIMOS	260.043917	26.586433	23.076	21.378	20.896	20.425	20.565	023.561	00.537	01.222	21.131	21.870
260.044130	26.529167	0.158981	0.000392205	Keck/DEIMOS	260.044110	26.529361	24.955	21.934	21.105	21.043	21.406	024.027	00.880	01.254	21.541	22.200
260.044242	26.551933	0.155239	9.48658e-05	MMT/Hectospec	260.044239	26.551932	22.501	20.943	19.900	19.457	19.106	022.045	01.095	00.995	20.061	20.641
260.044271	26.399477	0.368846	0.000104306	MMT/Hectospec	260.044265	26.399479	20.370	19.892	19.400	19.224	18.761	020.793	00.544	00.702	19.566	19.937
260.044370	26.520834	0.276659	8.64599e-05	Keck/DEIMOS	260.044352	26.520875	23.070	22.509	21.489	21.324	20.871	022.973	01.070	00.708	21.728	22.045
260.044383	26.531914	0.159449	0.000215483	MMT/Hectospec	260.044375	26.531915	21.224	19.441	18.242	17.801	17.459	020.561	01.250	01.056	18.448	19.130
260.044400	26.716112	0.161793	0.000441072	Keck/DEIMOS	260.044431	26.716212	23.687	22.074	21.180	20.802	20.161	022.853	00.944	00.729	21.544	21.781
260.044471	26.689003	0.161599	0.000219953	MMT/Hectospec	260.044459	26.689004	24.355	21.103	20.044	19.645	19.259	021.937	01.111	00.892	20.190	20.746
260.044710	26.607500	0.175877	2.60514e-05	Keck/DEIMOS	260.044695	26.607517	23.437	21.526	20.515	20.047	19.722	022.132	01.067	00.792	20.643	21.127
260.045200	26.480556	0.811959	0.000105573	Keck/DEIMOS	260.045181	26.480735	22.183	21.789	20.928	20.506	20.541	025.167	00.909	02.227	21.433	22.707
260.045471	26.621426	0.156917	0.000184795	MMT/Hectospec	260.045483	26.621424	22.143	20.477	19.343	18.862	18.508	021.070	01.190	00.806	19.543	19.998
260.045558	26.814528	0.161588	8.68602e-05	MMT/Hectospec	260.045559	26.814551	21.814	20.067	18.865	18.405	18.028	020.947	01.250	01.005	18.941	19.479
260.045810	26.633333	0.163575	0.000496411	Keck/DEIMOS	260.045770	26.633340	22.605	21.400	20.286	19.871	19.402	022.124	01.170	00.848	20.487	20.984
260.045929	26.609211	0.158466	5.78067e-05	MMT/Hectospec	260.045923	26.609210	21.860	19.989	18.841	18.364	17.989	020.710	01.204	00.868	19.022	19.554
260.046100	26.630680	0.158844	9.02292e-05	MMT/Hectospec	260.046091	26.630680	21.854	20.423	19.199	18.775	18.481	021.099	01.281	00.882	19.377	19.942
260.046100	26.607149	0.1632	5.73398e-05	MMT/Hectospec	260.046112	26.607151	22.804	20.542	19.431	19.008	18.681	021.235	01.167	00.847	19.601	20.117
260.046910	26.493889	0.226853	6.41778e-05	Keck/DEIMOS	260.046884	26.493869	24.384	22.365	21.525	21.101	21.008	023.281	00.889	00.840	21.665	22.111
260.047075	26.684355	0.231286	0.000138896	MMT/Hectospec	260.047065	26.684356	22.619	22.440	20.405	19.653	19.561	022.873	02.087	01.139	20.595	20.442
260.047490	26.505556	0.6661	0.000102371	Keck/DEIMOS	260.047495	26.505704	22.116	21.970	21.243	20.653	20.721	023.785	00.777	01.126	21.532	22.091
260.047675	26.683889	0.15993	0.000151372	MMT/Hectospec	260.047676	26.683890	21.595	19.651	18.501	18.018	17.656	020.591	01.202	00.958	18.689	19.211
260.047958	26.632580	0.166529	0.000258446	MMT/Hectospec	260.047954	26.632580	21.888	20.492	19.326	18.823	18.442	021.165	01.222	00.853	19.515	20.031
260.048030	26.741945	0.159018	0.000605787	Keck/DEIMOS	260.048041	26.742046	20.585	18.470	17.292	16.827	16.448	020.365	01.226	01.512	17.472	18.455
260.048250	26.658333	0.561235	0.000128222	Keck/DEIMOS	260.048263	26.658554	22.812	22.482	21.796	21.143	22.434	024.309	00.740	01.307	21.733	22.319
260.048733	26.635008	0.165184	0.000107475	MMT/Hectospec	260.048730	26.635009	21.226	19.362	18.221	17.696	17.412	021.659	01.197	01.733	18.470	19.417
260.048830	26.720835	0.159636	0.000199071	Keck/DEIMOS	260.048839	26.720998	22.538	20.047	18.954	18.624	18.391	022.397	01.142	01.736	19.204	20.323
260.049010	26.652777	0.160173	0.000272389	Keck/DEIMOS	260.048965	26.652807	22.707	22.258	21.422	20.926	20.803	023.256	00.891	00.878	21.544	22.071
260.049304	26.637495	0.156931	5.54051e-05	MMT/Hectospec	260.049314	26.637495	23.528	20.770	19.631	19.202	18.824	021.251	01.195	00.784	19.784	20.253
260.049475	26.791140	0.317007	6.64127e-05	MMT/Hectospec	260.049464	26.791138	22.180	21.678	20.629	20.299	19.862	023.212	01.096	01.186	20.847	21.460
260.049530	26.635334	0.167298	0.000559655	Keck/DEIMOS	260.049542	26.635320	24.225	20.449	19.370	19.048	18.752	021.788	01.135	01.115	19.557	19.822
260.050080	26.728889	0.526289	0.000142799	Keck/DEIMOS	260.050103	26.729106	22.790	21.966	21.012	20.512	20.357	023.009	01.003	00.917	21.202	21.741
260.050080	26.631666	0.157423	0.000256878	Keck/DEIMOS	260.050081	26.631852	23.035	21.757	20.606	20.070	19.692	023.138	01.208	01.142	20.855	21.045
260.050080	26.570278	0.165688	0.000733609	Keck/DEIMOS	260.050079	26.570275	23.261	21.224	20.198	19.691	19.341	022.468	01.080	01.060	20.346	21.042
260.050140	26.715824	0.585876	0.000155908	Keck/DEIMOS	260.050147	26.715855	23.047	23.053	22.040	21.357	20.551	023.889	01.063	00.774	22.450	22.668
260.050260	26.646667	0.663622	0.000130524	Keck/DEIMOS	260.050273	26.646797	22.523	21.999	21.412	20.598	20.148	023.776	00.642	01.058	21.659	22.161
260.050630	26.717556	0.154892	0.000471427	Keck/DEIMOS	260.050629	26.717557	22.344	20.207	19.139	18.738	18.433	020.911	01.117	00.826	19.331	19.819
260.050720	26.561110	0.155177	0.000434468	Keck/DEIMOS	260.050693	26.561102	22.852	21.718	20.679	20.402	20.559	022.470	01.092	00.833	20.872	21.328
260.050870	26.747778	0.634343	0.000100303	Keck/DEIMOS	260.050889	26.747825	22.010	21.544	20.564	19.915	20.186	023.361	01.028	01.252	20.878	21.714
260.050963	26.687933	0.157354	7.32841e-05	MMT/Hectospec	260.050958	26.687934	21.263	19.504	18.438	18.020	17.677	020.605	01.118	00.990	18.632	19.252
260.051279	26.393122	0.221604	5.43377e-05	MMT/Hectospec	260.051287	26.393121	21.610	20.361	19.518	19.163	18.940	022.226	00.894	01.290	19.678	20.483
260.051367	26.866398	0.160464	0.000202607	MMT/Hectospec	260.051378	26.866398	21.746	20.281	19.242	18.765	18.422	021.658	01.090	01.125	19.407	20.033
260.051540	26.622778	0.162519	0.000348642	Keck/DEIMOS	260.051545	26.622919	23.971	21.519	20.411	19.947	19.690	021.728	01.164	00.669	20.606	20.947
260.051640	26.678888	0.157563	0.000457117	Keck/DEIMOS	260.051601	26.679061	24.467	22.470	21.674	21.134	21.003	023.088	00.849	00.652	22.022	22.290
260.051796	26.572639	0.163998	5.54718e-05	MMT/Hectospec	260.051797	26.572667	20.132	18.030	16.844	16.388	16.035	021.308	01.240	02.778	17.094	18.653
260.051880	26.773333	0.162256	0.000705489	Keck/DEIMOS	260.051862	26.773340	22.808	22.014	21.260	20.863	20.612	023.136	00.801	00.890	21.394	21.767
260.052000	26.559166	0.157716	0.00053874	Keck/DEIMOS	260.052002	26.559212	24.600	22.390	21.374	20.956	21.491	022.856	01.069	00.704	21.623	21.928
260.052090	26.460279	0.226746	0.000102805	Keck/DEIMOS	260.052039	26.460291	22.137	21.792	21.311	21.190	20.949	023.005	00.529	00.795	21.508	21.944
260.052280	26.564165	0.663599	7.5986e-05	Keck/DEIMOS	260.052282	26.564365	23.373	22.621	21.961	21.323	21.352	023.706	00.713	00.798	22.201	22.613
260.052538	26.537931	0.291439	0.000105373	MMT/Hectospec	260.052536	26.537930	22.276	21.254	19.846	19.324	19.000	021.765	01.459	00.888	20.028	20.559
260.052567	26.691257	0.162746	0.00109539	MMT/Hectospec	260.052570	26.691259	22.128	20.370	19.303	18.872	18.572	020.910	01.118	00.774	19.471	19.910
260.052890	26.712502	0.213563	2.36831e-05	Keck/DEIMOS	260.052864	26.712689	21.837	21.348	20.748	20.584	20.273	022.082	00.650	00.664	20.976	21.283
260.052950	26.476946	0.540079	0.00013933	Keck/DEIMOS	260.052951	26.477055	22.241	22.480	21.648	21.275	20.771	024.106	00.881	01.019	22.070	22.664
260.053283	26.665811	0.15697	0.000154774	MMT/Hectospec	260.053295	26.665813	22.117	20.154	19.128	18.680	18.419	021.289	01.080	00.985	19.327	19.929
260.053713	26.456097	0.159102	7.92216e-05	MMT/Hectospec	260.053711	26.456096	20.630	18.881	17.870	17.468	17.227	020.220	01.059	01.075	18.068	18.747
260.053713	26.347586	0.160794	5.69395e-05	MMT/Hectospec	260.053700	26.347585	22.035	20.861	19.821	19.399	19.117	022.352	01.093	01.176	20.005	20.637
260.053860	26.470001	0.218108	0.000161345	Keck/DEIMOS	260.053873	26.470070	25.510	22.591	21.876	22.027	21.017	024.087	00.763	00.938	22.231	22.523
260.053967	26.373879	0.41139	0.000175522	MMT/Hectospec	260.053961	26.373879	23.165	22.138	20.271	19.596	19.163	022.113	01.920	00.869	20.423	20.944
260.054054	26.505409	0.163007	8.78943e-05	MMT/Hectospec	260.054051	26.505408	20.856	19.771	19.258	18.997	18.725	022.453	00.563	01.584	19.459	20.485
260.054225	26.679624	0.170667	0.000173253	MMT/Hectospec	260.054215	26.679625	20.667	19.093	18.305	17.935	17.708	020.595	00.840	01.054	18.486	19.136
260.054990	26.625555	0.152869	0.000402779	Keck/DEIMOS	260.054980	26.625646	22.752	21.476	20.462	19.994	19.780	021.937	01.070	00.718	20.661	21.038
260.055429	26.446903	0.177624	8.73606e-05	MMT/Hectospec	260.055437	26.446903	21.437	20.553	20.022	19.805	19.733	023.267	00.580	01.616	20.230	21.269
260.055742	26.681995	0.158059	5.52717e-05	MMT/Hectospec	260.055742	26.681995	21.327	19.364	18.208	17.734	17.434	020.493	01.208	01.050	18.392	19.067
260.055971	26.820608	0.415032	9.36649e-05	MMT/Hectospec	260.055960	26.820607	22.339	21.357	20.151	19.812	19.672	023.321	01.253	01.534	20.397	21.323
260.056058	26.421736	0.18594	0.000123652	MMT/Hectospec	260.056052	26.421736	21.704	20.503	19.816	19.543	19.281	022.736	00.736	01.417	19.984	20.748
260.056258	26.601602	0.160208	0.000134226	MMT/Hectospec	260.056262	26.601604	22.647	19.870	18.695	18.211	17.877	020.780	01.230	00.955	18.885	19.487
260.056460	26.641945	0.159375	0.000530768	Keck/DEIMOS	260.056458	26.642060	24.502	23.157	21.998	21.882	22.660	023.780	01.214	00.799	22.272	22.181
260.056760	26.598890	0.16403	0.000285565	Keck/DEIMOS	260.056759	26.599016	22.224	22.438	21.472	20.912	20.872	023.704	01.021	01.005	21.698	22.244
260.057250	26.658054	0.169421	0.000779874	Keck/DEIMOS	260.057255	26.658061	23.673	22.672	21.893	21.286	21.174	023.570	00.833	00.794	22.076	21.821
260.057746	26.640989	0.162821	9.6667e-05	MMT/Hectospec	260.057751	26.640988	20.715	18.668	17.423	16.929	16.562	020.103	01.301	01.251	17.622	18.450
260.057858	26.636222	0.157707	0.000124953	MMT/Hectospec	260.057852	26.636222	22.616	19.786	18.643	18.201	17.801	020.834	01.199	00.999	18.841	19.456
260.058200	26.600056	0.0436481	0.00012939	Keck/DEIMOS	260.058232	26.600045	22.984	21.180	20.843	20.774	21.531	023.728	00.392	01.440	20.941	21.909
260.058458	26.680084	0.279332	0.000130257	MMT/Hectospec	260.058471	26.680084	22.410	21.516	20.221	19.617	19.080	022.412	01.347	00.940	20.551	21.047
260.058717	26.485664	0.290854	0.000217217	MMT/Hectospec	260.058722	26.485665	22.059	21.359	19.740	19.242	18.873	021.945	01.668	01.016	19.916	20.539
260.058746	26.841078	0.371704	8.48255e-05	MMT/Hectospec	260.058743	26.841079	24.723	21.280	20.041	19.637	19.068	022.792	01.287	01.328	20.181	20.930
260.058975	26.822926	0.43118	9.15635e-05	MMT/Hectospec	260.058961	26.822924	21.493	21.195	20.381	20.564	22.020	024.932	00.862	02.545	20.909	22.254
260.059200	26.786388	0.417956	0.000293737	Keck/DEIMOS	260.059206	26.786471	24.451	22.551	21.149	20.698	20.401	023.044	01.449	00.846	21.412	21.741
260.059462	26.690210	0.163721	0.000145167	MMT/Hectospec	260.059471	26.690211	20.140	17.919	16.762	16.275	15.921	020.505	01.209	02.051	16.950	18.175
260.059546	26.338198	0.176303	0.000148403	MMT/Hectospec	260.059534	26.338196	21.338	20.542	19.634	19.227	18.884	022.681	00.962	01.473	19.845	20.695
260.059720	26.651472	0.156523	0.00025511	Keck/DEIMOS	260.059685	26.651464	22.885	21.811	20.887	20.532	20.629	023.359	00.978	01.163	21.036	21.522
260.060092	26.720222	0.157158	0.000108709	MMT/Hectospec	260.060088	26.720223	20.638	18.984	17.824	17.389	17.014	021.049	01.209	01.590	18.047	19.071
260.060175	26.752634	0.314073	0.000148937	MMT/Hectospec	260.060177	26.752634	24.658	21.425	19.863	19.288	19.085	022.276	01.609	01.170	19.940	20.732
260.060233	26.398165	0.174629	7.47852e-05	MMT/Hectospec	260.060229	26.398164	21.509	20.110	19.157	18.616	18.256	021.562	01.004	01.125	19.311	20.022
260.061321	26.600140	0.160652	0.000226424	MMT/Hectospec	260.061309	26.600140	23.416	20.652	19.618	19.184	18.874	021.950	01.088	01.049	19.851	20.475
260.061370	26.689722	0.163993	0.000170351	Keck/DEIMOS	260.061369	26.689940	22.561	20.899	19.999	19.743	18.778	022.103	00.951	01.255	19.615	19.977
260.062260	26.543612	0.323997	0.000108008	Keck/DEIMOS	260.062225	26.543786	22.345	22.268	21.556	21.172	20.636	024.215	00.764	01.219	21.790	22.489
260.062350	26.614761	0.161322	7.82209e-05	MMT/Hectospec	260.062352	26.614764	21.209	19.347	18.147	17.675	17.319	020.342	01.255	01.002	18.343	18.976
260.062467	26.841522	0.371313	0.000103305	MMT/Hectospec	260.062458	26.841522	22.391	21.015	20.099	19.910	19.784	022.559	00.965	01.137	20.285	20.873
260.062590	26.681389	0.163178	0.000270521	Keck/DEIMOS	260.062581	26.681625	24.368	22.130	21.266	20.915	20.638	022.575	00.916	00.632	21.576	21.758
260.063200	26.497499	0.534889	0.000173354	Keck/DEIMOS	260.063190	26.497530	22.872	22.517	21.167	20.681	20.250	023.082	01.399	00.922	21.263	21.828
260.063420	26.736389	0.157685	0.000713128	Keck/DEIMOS	260.063433	26.736436	23.554	22.557	21.490	21.266	20.886	023.281	01.115	00.829	21.693	22.105
260.063983	26.655378	0.315167	0.000110543	MMT/Hectospec	260.063994	26.655378	22.458	21.226	19.642	19.097	18.760	022.185	01.638	01.186	19.820	20.583
260.064012	26.734716	0.106036	0.000155474	MMT/Hectospec	260.064011	26.734718	21.431	20.560	20.275	20.141	20.244	022.957	00.333	01.267	20.448	21.250
260.064267	26.422642	0.313211	8.7027e-05	MMT/Hectospec	260.064264	26.422643	22.330	20.521	19.205	18.718	18.402	022.992	01.365	02.001	19.491	20.797
260.064354	26.688682	0.163682	5.48047e-05	MMT/Hectospec	260.064345	26.688682	21.626	19.078	17.886	17.384	17.008	019.897	01.243	00.921	18.081	18.617
260.064871	26.388781	0.175499	5.51049e-05	MMT/Hectospec	260.064875	26.388781	21.642	20.455	19.927	19.583	19.529	022.209	00.579	01.045	20.118	20.702
260.064910	26.662777	0.162697	0.000281328	Keck/DEIMOS	260.064903	26.662989	24.407	22.056	21.042	20.604	19.600	023.049	01.067	00.784	21.582	21.924
260.065000	26.729723	0.165821	0.000195302	Keck/DEIMOS	260.065008	26.729961	21.664	20.624	19.770	19.426	19.233	021.930	00.902	01.028	19.875	20.491
260.065610	26.578056	0.337521	0.000428164	Keck/DEIMOS	260.065641	26.578292	25.974	21.728	20.556	19.914	19.722	023.509	01.226	01.266	21.002	21.796
260.066012	26.668575	0.154439	8.63599e-05	MMT/Hectospec	260.066025	26.668578	21.641	19.865	18.791	18.326	18.018	021.246	01.127	01.127	18.991	19.722
260.066100	26.569533	0.161772	0.000110844	MMT/Hectospec	260.066096	26.569533	22.276	21.361	20.460	20.072	19.609	022.816	00.954	01.040	20.736	21.320
260.066130	26.510279	0.647483	0.000111344	Keck/DEIMOS	260.066110	26.510257	21.998	22.320	21.497	20.805	20.476	023.511	00.872	00.858	21.849	22.160
260.066160	26.690556	0.686404	0.000251341	Keck/DEIMOS	260.066162	26.690621	25.464	22.807	21.405	20.131	19.947	023.949	01.453	01.168	21.617	22.250
260.066860	26.735277	0.666856	0.000251041	Keck/DEIMOS	260.066870	26.735257	23.333	22.208	21.278	20.347	19.862	023.387	00.978	00.949	21.506	22.009
260.067320	26.639999	0.763405	0.000125587	Keck/DEIMOS	260.067323	26.640062	22.678	22.282	21.446	20.534	20.117	023.625	00.891	00.944	21.755	22.327
260.067440	26.540556	0.162435	0.000595113	Keck/DEIMOS	260.067444	26.540648	22.824	22.553	21.438	21.335	20.272	023.684	01.166	00.975	21.744	22.315
260.067558	26.652117	0.314089	8.95287e-05	MMT/Hectospec	260.067567	26.652117	23.393	21.495	20.147	19.591	19.332	022.066	01.402	00.863	20.391	20.837
260.067900	26.472778	0.201874	6.4845e-05	Keck/DEIMOS	260.067900	26.472939	23.166	22.228	21.732	21.554	20.990	023.345	00.544	00.764	21.935	22.292
260.068180	26.547777	0.161493	0.000176823	Keck/DEIMOS	260.068144	26.548031	24.663	21.795	20.744	20.448	20.101	022.599	01.102	00.860	20.932	21.401
260.068300	26.760279	0.161056	0.000445109	Keck/DEIMOS	260.068302	26.760426	22.361	20.448	19.319	18.869	18.542	022.101	01.176	01.287	19.558	20.279
260.068758	26.830084	0.163542	9.99693e-05	MMT/Hectospec	260.068761	26.830084	23.362	21.635	20.574	20.077	19.806	023.201	01.109	01.247	20.727	21.434
260.068760	26.725555	0.399052	8.0289e-05	Keck/DEIMOS	260.068756	26.725768	24.239	22.103	21.438	21.686	20.638	024.637	00.713	01.508	21.750	22.757
260.069104	26.641986	0.171156	8.57595e-05	MMT/Hectospec	260.069113	26.641985	21.836	19.976	18.837	18.378	18.178	021.693	01.194	01.412	18.949	19.754
260.069670	26.548889	0.186424	9.74342e-05	Keck/DEIMOS	260.069657	26.548989	23.277	22.658	21.930	21.993	21.561	023.380	00.780	00.708	22.135	22.541
260.069790	26.557222	0.308813	0.000171486	Keck/DEIMOS	260.069757	26.557317	21.586	21.406	20.579	20.397	20.225	023.449	00.879	01.312	20.864	21.629
260.069792	26.642589	0.162758	0.000124686	MMT/Hectospec	260.069791	26.642590	24.036	20.184	19.115	18.666	18.351	021.458	01.124	01.076	19.304	19.736
260.069950	26.685471	0.434604	0.000219752	Keck/DEIMOS	260.069973	26.685463	25.251	22.437	20.949	20.308	19.571	022.216	01.539	00.645	21.173	20.770
260.070075	26.621567	0.16062	0.00013466	MMT/Hectospec	260.070087	26.621569	25.667	20.839	19.746	19.301	18.824	022.047	01.148	01.074	19.897	20.606
260.070280	26.500694	0.162623	0.000106741	Keck/DEIMOS	260.070261	26.500681	22.668	21.680	21.322	21.314	20.603	024.228	00.407	01.511	21.337	22.346
260.070792	26.646542	0.159252	0.000179324	MMT/Hectospec	260.070790	26.646541	22.598	20.837	19.763	19.349	19.019	021.146	01.128	00.695	19.941	20.313
260.071050	26.588253	0.436424	8.21236e-05	MMT/Hectospec	260.071049	26.588256	22.963	21.424	20.090	19.693	19.323	023.204	01.387	01.503	20.324	21.294
260.071450	26.777584	0.163303	0.000168917	MMT/Hectospec	260.071442	26.777583	22.460	20.677	19.583	19.178	18.888	021.817	01.140	01.084	19.647	20.216
260.071590	26.550999	0.569128	0.000246271	Keck/DEIMOS	260.071522	26.550983	23.922	23.096	21.197	20.589	19.923	022.582	01.951	00.704	21.349	21.757
