#ra_1	dec_1	cz	ecz	zsource	ra_2	dec_2	u	g	r	i	zm	mur	gr	r50	rp	rf
#----	-----	--	---	-------	----	-----	-	-	-	-	--	---	--	---	--	--
260.251292	26.558077	0.168824	7.87212e-05	MMT/Hectospec	260.251279	26.558077	20.451	19.573	19.089	18.753	18.757	022.095	00.530	01.461	19.277	20.112
260.251867	26.609839	0.104581	0.000159344	MMT/Hectospec	260.251880	26.609840	19.698	18.483	17.964	17.663	17.446	021.723	00.565	02.090	18.127	19.431
260.254154	26.848900	0.161859	0.000105306	MMT/Hectospec	260.254164	26.848901	21.263	19.127	17.991	17.578	17.239	021.020	01.180	01.484	18.168	19.027
260.254842	26.693325	0.269931	0.000178023	MMT/Hectospec	260.254834	26.693326	23.139	21.532	20.266	19.599	19.211	022.556	01.312	01.082	20.390	20.916
260.255442	26.669552	0.168141	0.000124086	MMT/Hectospec	260.255431	26.669553	20.984	19.936	19.370	19.000	18.971	021.899	00.611	01.195	19.517	20.132
260.257071	26.426716	0.176885	0.000146702	MMT/Hectospec	260.257077	26.426717	21.619	20.441	19.621	19.095	18.853	021.705	00.862	00.976	19.763	20.322
260.258129	26.410473	0.172561	6.23099e-05	MMT/Hectospec	260.258133	26.410472	21.352	19.479	18.316	17.859	17.541	020.971	01.206	01.233	18.521	19.298
260.259333	26.804459	0.203884	0.000109709	MMT/Hectospec	260.259345	26.804457	25.490	21.634	20.425	19.901	19.826	022.580	01.252	01.008	20.568	21.047
260.259563	26.825598	0.360016	8.83613e-05	MMT/Hectospec	260.259567	26.825596	22.467	21.485	20.291	19.790	19.387	022.699	01.238	01.119	20.460	20.999
260.260904	26.611380	0.23029	0.000145834	MMT/Hectospec	260.260912	26.611381	22.602	21.123	20.308	20.040	19.697	022.738	00.861	01.156	20.428	21.025
260.261679	26.697580	0.163235	0.00015454	MMT/Hectospec	260.261693	26.697581	22.540	20.500	19.437	19.036	18.897	022.040	01.108	01.236	19.585	20.252
260.261908	26.505878	0.177609	0.0001445	MMT/Hectospec	260.261896	26.505877	23.256	21.651	20.461	20.054	19.864	022.615	01.234	00.994	20.633	21.106
260.262021	26.751316	0.230727	8.0756e-05	MMT/Hectospec	260.262008	26.751316	21.442	19.481	18.151	17.646	17.298	021.308	01.373	01.595	18.299	19.241
260.262250	26.474808	0.171728	7.11827e-05	MMT/Hectospec	260.262251	26.474809	20.683	19.634	18.927	18.599	18.474	022.409	00.750	01.810	19.126	20.260
260.262738	26.721506	0.266369	0.000135494	MMT/Hectospec	260.262750	26.721505	21.483	20.488	19.936	19.710	19.292	022.960	00.596	01.507	20.074	20.959
260.264513	26.554337	0.168794	9.40986e-05	MMT/Hectospec	260.264512	26.554337	19.572	18.379	17.609	17.254	17.050	021.502	00.816	02.216	17.779	19.161
260.267946	26.737612	0.266395	0.000204375	MMT/Hectospec	260.267938	26.737611	21.342	20.191	19.299	18.892	18.551	022.365	00.936	01.520	19.461	20.349
260.268458	26.752131	0.266947	0.000111711	MMT/Hectospec	260.268450	26.752130	20.760	19.894	19.241	18.888	18.648	022.305	00.696	01.489	19.446	20.293
260.268888	26.442358	0.169776	0.000156142	MMT/Hectospec	260.268901	26.442359	20.126	18.764	18.027	17.544	17.327	020.485	00.779	01.144	18.198	18.926
260.269401	26.664375	0.161261	0.000124119	SDSS	260.269401	26.664375	21.988	18.994	17.932	17.450	17.169	021.254	01.108	01.699	18.108	18.986
260.270750	26.506611	0.20064	0.000160945	MMT/Hectospec	260.270746	26.506612	22.217	20.810	20.175	19.697	19.557	022.945	00.679	01.298	20.384	21.068
260.271121	26.734036	0.204288	0.00017272	MMT/Hectospec	260.271126	26.734035	23.284	21.324	20.005	19.541	19.145	022.144	01.363	00.985	20.182	20.634
260.271862	26.780899	0.159017	0.000195169	MMT/Hectospec	260.271870	26.780899	21.351	20.063	18.957	18.496	18.231	021.635	01.149	01.270	19.121	19.817
260.274925	26.520159	0.327339	0.000223855	MMT/Hectospec	260.274931	26.520158	24.054	22.276	20.652	20.182	19.746	022.649	01.668	00.886	20.917	21.221
260.278471	26.525761	0.25531	0.000176389	MMT/Hectospec	260.278484	26.525760	22.548	21.178	20.076	19.591	19.268	022.412	01.147	01.094	20.222	20.755
260.278988	26.653364	0.255895	0.000148703	MMT/Hectospec	260.278978	26.653365	25.515	20.639	19.479	23.846	18.705	022.866	01.207	01.661	19.769	20.741
260.280646	26.510542	0.17745	0.00010514	MMT/Hectospec	260.280637	26.510543	21.842	20.508	19.978	19.784	19.797	023.135	00.574	01.568	20.163	21.089
260.280792	26.668985	0.162821	6.87143e-05	MMT/Hectospec	260.280779	26.668987	23.155	20.600	19.787	19.394	19.515	022.901	00.859	01.559	19.942	20.877
260.281850	26.737627	0.230892	0.000147736	MMT/Hectospec	260.281854	26.737627	21.667	20.242	19.588	19.283	19.201	022.763	00.698	01.645	19.687	20.689
260.282108	26.564526	0.161939	0.000122852	MMT/Hectospec	260.282103	26.564526	23.464	21.176	20.286	19.986	19.622	023.084	00.935	01.354	20.431	21.184
260.282762	26.647186	0.107079	0.000100536	MMT/Hectospec	260.282760	26.647187	20.493	19.281	18.732	24.219	18.302	022.441	00.596	02.045	18.893	20.154
260.282850	26.493597	0.178118	0.000292269	MMT/Hectospec	260.282845	26.493596	20.786	19.305	18.521	18.094	17.764	022.161	00.827	01.941	18.726	19.912
260.286025	26.457670	0.16424	0.000157843	MMT/Hectospec	260.286033	26.457670	20.043	18.452	17.417	16.966	16.651	020.804	01.077	01.786	17.550	18.593
260.286025	26.682966	0.17547	7.4952e-05	MMT/Hectospec	260.286034	26.682967	22.834	20.888	19.932	19.481	19.172	022.191	01.001	01.058	20.074	20.570
260.287942	26.697575	0.256485	0.000150037	MMT/Hectospec	260.287947	26.697575	21.071	19.909	19.015	18.651	18.483	022.587	00.940	01.901	19.197	20.380
260.289517	26.781340	0.518484	0.000203941	MMT/Hectospec	260.289515	26.781339	22.057	21.427	20.472	19.884	19.671	022.658	00.999	01.015	20.631	21.061
260.289575	26.458622	0.0485846	0.000236264	MMT/Hectospec	260.289561	26.458622	20.176	19.005	18.576	18.500	18.771	023.581	00.471	03.771	18.704	20.832
260.289746	26.594284	0.16154	0.000187163	MMT/Hectospec	260.289742	26.594282	22.583	20.614	19.589	19.194	18.808	021.926	01.071	01.095	19.734	20.263
260.290175	26.583151	0.169561	0.000120884	MMT/Hectospec	260.290179	26.583150	19.939	19.107	18.663	18.239	18.081	022.856	00.489	02.571	18.810	20.309
260.290287	26.580227	0.169702	0.000137462	MMT/Hectospec	260.290276	26.580227	21.223	19.144	17.959	17.482	17.096	022.427	01.231	03.244	17.877	19.333
260.290604	26.581814	0.170145	0.000165982	MMT/Hectospec	260.290613	26.581813	19.975	19.603	19.165	18.809	18.060	023.562	00.483	02.612	19.482	19.791
260.291231	26.581930	0.169674	0.000126855	SDSS	260.291231	26.581930	23.443	20.033	18.873	18.220	17.964	020.904	01.205	00.941	19.041	19.074
260.293008	26.572062	0.16963	0.000125387	MMT/Hectospec	260.293020	26.572061	22.279	20.849	20.146	19.919	19.991	023.017	00.748	01.413	20.271	21.067
260.293692	26.600750	0.168462	0.000239132	MMT/Hectospec	260.293697	26.600751	24.206	20.412	19.282	18.822	18.642	021.696	01.176	01.122	19.451	20.009
260.297700	26.814464	0.37324	0.000303477	MMT/Hectospec	260.297698	26.814465	22.769	21.114	19.336	18.736	18.345	021.840	01.821	01.172	19.500	20.258
260.297983	26.719595	0.161351	0.00015384	MMT/Hectospec	260.297996	26.719595	23.188	19.666	18.582	18.160	17.879	021.573	01.128	01.431	18.800	19.613
260.297983	26.517876	0.170406	0.000151605	MMT/Hectospec	260.297992	26.517876	22.091	20.728	19.708	19.158	18.780	022.399	01.064	01.294	19.844	20.546
260.300046	26.753828	0.161109	0.000184461	MMT/Hectospec	260.300032	26.753828	22.110	20.675	19.833	19.434	18.930	022.709	00.886	01.358	20.050	20.806
260.300158	26.676615	0.177068	0.000193	MMT/Hectospec	260.300163	26.676613	23.177	21.063	20.071	19.594	19.388	022.500	01.038	01.118	20.263	20.819
260.302592	26.727024	0.401315	0.000143199	MMT/Hectospec	260.302583	26.727024	22.266	20.985	19.924	19.522	19.032	022.864	01.106	01.424	20.101	20.901
260.306137	26.544247	0.170743	9.78679e-05	MMT/Hectospec	260.306140	26.544248	22.026	20.623	19.596	19.227	18.875	022.075	01.071	01.154	19.769	20.334
260.307800	26.758400	0.162653	9.63001e-05	MMT/Hectospec	260.307802	26.758400	22.107	20.430	19.534	19.060	18.771	022.026	00.940	01.165	19.699	20.301
260.310604	26.695423	0.265866	0.000119983	MMT/Hectospec	260.310591	26.695422	21.802	19.588	18.126	17.727	17.350	023.475	01.507	04.512	18.208	19.950
260.313863	26.551993	0.254627	0.000300475	MMT/Hectospec	260.313853	26.551991	25.463	22.064	20.558	20.134	19.958	022.654	01.550	00.967	20.732	21.160
260.315608	26.471491	0.255019	0.000117081	MMT/Hectospec	260.315601	26.471491	22.328	20.704	19.312	18.848	18.475	022.107	01.433	01.365	19.436	20.226
260.317154	26.584128	0.27864	0.000124386	MMT/Hectospec	260.317159	26.584127	24.741	20.811	19.295	18.679	18.281	022.757	01.561	01.741	19.558	20.520
260.317525	26.479866	0.106928	9.81014e-05	MMT/Hectospec	260.317534	26.479868	20.074	18.276	17.415	17.039	16.730	020.758	00.903	01.723	17.582	18.589
260.319529	26.624142	0.167385	9.73342e-05	MMT/Hectospec	260.319518	26.624143	22.568	21.218	20.309	20.007	19.761	022.979	00.955	01.275	20.456	21.152
260.322392	26.706249	0.167259	0.000150404	MMT/Hectospec	260.322400	26.706251	24.497	21.043	20.004	19.518	19.216	022.280	01.084	01.053	20.173	20.669
260.324821	26.606863	0.162711	0.000242001	MMT/Hectospec	260.324828	26.606864	22.429	21.218	20.255	19.799	19.708	022.733	01.008	01.125	20.482	21.003
260.324908	26.691479	0.167585	0.000148103	MMT/Hectospec	260.324921	26.691478	20.040	18.536	17.818	17.408	17.114	021.640	00.764	02.125	18.008	19.330
260.324963	26.624136	0.155383	9.97692e-05	MMT/Hectospec	260.324956	26.624135	22.548	20.258	19.205	18.753	18.479	021.780	01.099	01.225	19.344	20.011
260.326679	26.485123	0.100825	0.000114946	MMT/Hectospec	260.326678	26.485122	21.758	19.655	18.669	18.141	17.764	021.913	01.028	01.654	18.825	19.815
260.326937	26.745317	0.163023	0.000156242	MMT/Hectospec	260.326946	26.745317	20.663	18.990	17.967	17.577	17.330	021.660	01.067	01.975	18.187	19.374
260.329400	26.495361	0.288118	0.000171285	MMT/Hectospec	260.329390	26.495361	22.756	21.413	20.530	20.038	20.533	022.925	00.926	01.065	20.793	21.204
260.331287	26.576591	0.173232	0.000207911	MMT/Hectospec	260.331290	26.576593	22.463	21.488	20.531	20.090	19.759	022.480	01.002	00.906	20.699	21.061
260.332058	26.684477	0.175983	0.000126154	MMT/Hectospec	260.332058	26.684478	20.639	18.945	17.761	17.254	16.956	021.673	01.229	02.171	17.995	19.239
260.332088	26.678301	0.178102	0.000207911	MMT/Hectospec	260.332085	26.678300	21.954	20.467	19.362	18.912	18.589	021.565	01.151	01.022	19.523	20.012
260.332233	26.506716	0.105904	0.000199905	MMT/Hectospec	260.332222	26.506716	21.429	19.664	18.914	18.546	18.399	021.801	00.793	01.401	19.074	19.869
260.332404	26.692959	0.175343	0.000193467	MMT/Hectospec	260.332411	26.692958	24.243	20.179	19.127	18.626	18.302	021.810	01.097	01.270	19.296	19.973
260.332546	26.635057	0.166819	0.000129256	MMT/Hectospec	260.332554	26.635059	23.355	19.723	18.603	18.199	18.105	021.979	01.166	01.865	18.631	19.434
260.333204	26.554806	0.173418	0.00012005	MMT/Hectospec	260.333206	26.554806	20.973	19.606	18.794	18.442	18.120	022.678	00.856	02.216	18.955	20.393
260.333575	26.616383	0.167023	0.000156542	MMT/Hectospec	260.333579	26.616382	21.982	19.687	18.557	18.130	17.850	020.669	01.176	00.987	18.702	18.963
260.335121	26.620533	0.167552	0.000224722	MMT/Hectospec	260.335127	26.620534	21.160	20.360	19.463	19.048	18.811	022.167	00.943	01.289	19.621	20.327
260.335150	26.696247	0.166695	6.76803e-05	MMT/Hectospec	260.335159	26.696247	21.046	18.931	17.828	17.368	16.997	020.729	01.148	01.408	17.991	18.804
260.335179	26.616947	0.16672	0.000114146	MMT/Hectospec	260.335180	26.616947	23.294	19.554	18.155	17.559	17.161	022.713	01.445	02.979	18.348	19.219
260.335379	26.616222	0.155941	0.000114146	MMT/Hectospec	260.335380	26.616223	18.533	17.819	17.164	16.717	16.535	021.237	00.701	02.344	17.392	18.619
260.335521	26.645708	0.167231	9.35649e-05	MMT/Hectospec	260.335522	26.645707	20.189	18.615	17.697	17.221	16.884	021.147	00.964	01.787	17.891	18.964
260.336008	26.653734	0.257206	0.000243135	MMT/Hectospec	260.336017	26.653733	23.208	21.217	19.689	19.211	18.715	021.900	01.575	01.037	19.826	20.326
260.336237	26.644211	0.401046	0.000115213	MMT/Hectospec	260.336228	26.644210	21.722	21.333	19.997	19.479	19.059	022.813	01.382	01.373	20.130	20.603
260.336525	26.516081	0.439212	0.000239233	MMT/Hectospec	260.336512	26.516080	23.659	21.258	20.042	19.643	19.390	023.272	01.258	01.617	20.233	21.187
260.336667	26.527056	0.253109	0.000141498	MMT/Hectospec	260.336675	26.527056	23.530	21.634	20.289	19.631	19.242	022.856	01.388	01.223	20.424	21.091
260.336725	26.536478	0.255958	0.000106407	MMT/Hectospec	260.336723	26.536478	23.263	20.670	19.187	18.697	18.305	021.418	01.526	01.043	19.332	19.842
260.337793	26.523028	0.255409	0.000124019	SDSS	260.337793	26.523028	21.171	19.104	17.624	17.104	16.728	021.936	01.523	02.586	17.878	19.326
260.338442	26.515789	0.251784	0.000249673	MMT/Hectospec	260.338443	26.515790	23.845	21.631	20.062	19.549	19.108	022.426	01.612	01.175	20.081	20.644
260.339125	26.602959	0.323267	7.95885e-05	MMT/Hectospec	260.339132	26.602958	21.019	20.418	19.509	19.150	19.131	022.395	00.954	01.395	19.677	20.457
260.341988	26.511400	0.176482	6.26768e-05	MMT/Hectospec	260.342000	26.511401	20.815	19.419	18.450	18.040	17.787	022.133	01.011	01.956	18.681	19.860
260.344104	26.641102	0.166881	9.97358e-05	MMT/Hectospec	260.344105	26.641103	23.013	20.971	19.780	19.226	18.829	022.334	01.237	01.210	19.925	20.570
260.344333	26.525791	0.0908295	5.57386e-05	MMT/Hectospec	260.344328	26.525791	20.491	19.478	19.123	18.953	18.835	022.313	00.398	01.592	19.308	20.260
260.345250	26.591036	0.166986	0.000228125	MMT/Hectospec	260.345238	26.591037	22.318	20.871	20.160	19.908	19.709	023.001	00.755	01.400	20.275	21.083
260.346108	26.661192	0.176898	0.000207711	MMT/Hectospec	260.346115	26.661193	21.558	20.360	19.268	18.818	18.502	021.248	01.138	00.918	19.439	19.825
260.347967	26.614670	0.155781	0.000189865	MMT/Hectospec	260.347953	26.614669	20.918	19.431	18.410	17.895	17.543	021.824	01.067	01.753	18.610	19.659
260.348596	26.743713	0.162092	0.000112578	MMT/Hectospec	260.348583	26.743714	21.662	19.870	18.798	18.361	18.060	021.288	01.116	01.158	18.974	19.698
260.348767	26.538712	0.252786	0.000152939	MMT/Hectospec	260.348779	26.538712	22.083	20.236	19.107	18.588	18.230	022.384	01.172	01.631	19.327	20.242
260.350054	26.539814	0.253829	0.000120017	MMT/Hectospec	260.350042	26.539813	23.873	20.772	19.562	18.975	18.583	022.215	01.253	01.297	19.655	20.276
260.350712	26.739050	0.160576	8.80944e-05	MMT/Hectospec	260.350714	26.739050	20.634	18.836	17.755	17.338	17.018	021.154	01.126	01.704	18.002	19.082
260.353604	26.621942	0.177919	0.000145601	MMT/Hectospec	260.353593	26.621941	22.221	20.801	19.550	19.020	18.594	021.806	01.296	01.058	19.689	20.219
260.353887	26.600061	0.227658	0.00013983	MMT/Hectospec	260.353881	26.600060	21.423	20.836	20.035	19.588	19.360	022.474	00.845	01.137	20.200	20.756
260.355579	26.704967	0.263698	0.000177156	MMT/Hectospec	260.355567	26.704966	21.073	20.082	19.468	19.159	19.084	021.944	00.659	01.170	19.608	20.187
260.357350	26.555916	0.172681	8.24238e-05	MMT/Hectospec	260.357348	26.555918	20.834	18.689	17.474	16.962	16.554	021.252	01.259	02.159	17.586	18.797
260.357696	26.636084	0.166776	0.000102438	MMT/Hectospec	260.357698	26.636083	22.039	20.407	19.971	19.783	19.859	022.929	00.482	01.435	20.150	20.980
260.359383	26.554203	0.171147	0.000144033	MMT/Hectospec	260.359383	26.554204	21.371	20.180	19.874	19.446	19.357	023.408	00.349	01.968	19.943	20.894
260.363129	26.648920	0.163448	0.000100303	MMT/Hectospec	260.363129	26.648920	21.911	19.945	18.940	18.486	18.195	021.850	01.050	01.395	19.132	19.925
260.370454	26.647642	0.372904	0.000196269	MMT/Hectospec	260.370442	26.647642	22.051	20.701	19.811	19.317	18.935	022.366	00.936	01.241	19.902	20.579
0.000000	0.000000	0.00000	0.00000	00.000	0.000000	0.000000	0.000	0.000	0.000	0.000	0.000	030.000	00.000	00.000	0.000	0.000
259.668151	26.658596	0.12166	0.00021	00.956	259.668153	26.658579	19.428	18.148	17.502	17.155	16.938	021.766	00.702	02.611	17.687	19.334
259.688933	26.681803	0.16202	0.00007	00.950	259.688934	26.681787	19.372	18.110	17.593	17.366	17.217	019.851	00.574	01.054	17.742	18.311
259.579936	26.727312	0.10939	0.00018	00.982	259.579943	26.727307	19.625	18.269	17.563	17.238	16.984	021.868	00.766	02.577	17.817	19.579
259.863007	26.337516	0.43569	0.00020	00.998	259.863010	26.337519	24.301	20.833	19.046	18.192	17.778	022.521	01.835	01.817	19.229	20.200
260.001943	26.315286	0.17799	0.00011	00.942	260.001945	26.315269	18.933	17.713	16.909	16.483	16.266	020.112	00.853	01.601	17.095	18.033
260.013491	26.280253	0.17446	0.00016	01.000	260.013495	26.280229	21.179	19.054	17.891	17.470	17.151	020.203	01.208	01.078	18.045	18.463
259.886046	26.331684	0.09325	0.00017	00.990	259.886050	26.331683	19.895	18.448	17.643	17.222	16.924	020.783	00.853	01.545	17.843	18.755
259.884495	26.242845	0.10699	0.00015	00.999	259.884503	26.242827	20.097	18.110	17.177	16.801	16.496	021.750	00.975	02.971	17.390	18.895
260.130136	26.200379	0.14645	0.00012	01.000	260.130136	26.200382	19.769	17.715	16.706	16.281	15.999	020.746	01.052	02.318	16.925	18.241
260.065130	26.188741	0.12666	0.00016	00.995	260.065133	26.188741	19.422	17.911	17.022	16.583	16.283	020.557	00.927	01.851	17.225	18.336
260.107921	26.202124	0.17560	0.00017	01.000	260.107922	26.202126	20.258	18.165	16.952	16.476	16.122	021.215	01.255	02.583	17.159	18.574
259.878913	27.037093	0.17760	0.00022	00.864	259.878909	27.037094	19.160	17.590	16.596	16.178	15.831	021.855	01.054	03.865	16.924	18.929
259.959259	27.017075	0.18195	0.00016	01.000	259.959256	27.017074	21.444	18.918	17.700	17.267	16.911	020.576	01.275	01.386	17.872	18.690
260.023099	27.024219	0.00000	0.00000	00.000	260.023099	27.024215	20.112	18.138	17.185	16.779	16.442	021.242	01.007	02.293	17.445	18.782
259.984373	26.992237	0.09286	0.00018	01.000	259.984369	26.992238	20.407	18.543	17.564	17.176	16.844	019.938	01.035	01.102	17.732	18.327
260.003863	26.944291	0.20850	0.00014	00.999	260.003864	26.944290	19.116	17.977	17.052	16.645	16.365	021.212	00.980	02.399	17.317	18.745
260.433482	26.585201	0.17672	0.00016	00.997	260.433497	26.585175	19.468	18.177	17.275	16.868	16.593	021.243	00.944	02.313	17.427	18.906
260.366850	26.491187	0.10639	0.00016	01.000	260.366861	26.491158	19.545	17.501	16.502	16.076	15.728	020.285	01.040	02.126	16.652	17.814
260.389162	26.451469	0.10367	0.00018	00.999	260.389164	26.451451	20.358	18.342	17.385	16.976	16.596	020.388	00.996	01.517	17.488	18.373
260.456836	26.459330	0.37204	0.00018	00.997	260.456843	26.459311	26.078	20.465	18.740	18.054	17.721	022.646	01.763	02.236	18.904	20.210
259.612635	26.602002	0.09431	0.00014	00.999	259.612637	26.601996	18.892	17.633	16.935	17.008	16.197	021.554	00.756	03.099	17.103	18.914
259.695032	26.411684	0.10461	0.00019	00.999	259.695023	26.411698	18.260	16.297	15.281	14.822	14.467	020.969	01.066	04.851	15.545	17.555
259.637417	26.456305	0.10213	0.00009	00.915	259.637418	26.456316	18.770	17.728	17.243	16.957	16.757	021.500	00.539	02.609	17.423	19.088
259.629819	26.421378	0.10524	0.00015	01.000	259.629817	26.421389	20.111	18.275	17.279	16.823	16.437	020.230	01.046	01.391	17.518	18.442
259.679777	26.421286	0.10132	0.00016	00.998	259.679771	26.421300	19.899	18.111	17.331	16.934	16.646	021.245	00.832	02.160	17.578	18.840
259.710206	26.432861	0.10352	0.00016	00.999	259.710197	26.432875	20.383	18.479	17.481	17.051	16.703	021.338	01.051	02.015	17.822	19.060
259.666297	26.383969	0.15685	0.00015	01.000	259.666289	26.383982	20.696	18.670	17.488	16.977	16.595	021.020	01.231	01.849	17.690	18.874
259.812615	26.901665	1.05704	0.00226	00.189	259.812613	26.901661	22.729	20.910	16.090	21.345	22.230	022.165	04.881	06.493	16.108	18.537
259.909712	26.936609	0.10615	0.00013	01.000	259.909717	26.936599	19.984	18.073	17.163	16.780	16.465	020.271	00.970	01.518	17.370	18.351
259.897207	26.923238	0.10422	0.00018	01.000	259.897211	26.923227	19.158	17.119	16.129	15.710	15.363	019.876	01.049	01.991	16.386	17.595
259.928537	26.919312	0.10443	0.00015	01.000	259.928544	26.919297	20.496	18.467	17.498	17.102	16.765	019.782	01.026	01.039	17.704	18.393
260.282914	26.408935	0.16949	0.00115	00.933	260.282908	26.408922	20.786	18.688	17.514	17.050	16.823	022.444	01.216	03.936	17.474	19.154
260.209835	26.321149	0.32335	0.00014	00.938	260.209823	26.321140	21.779	19.634	18.127	17.535	17.068	023.124	01.566	03.407	18.467	20.241
260.026323	26.140849	0.46807	0.00027	00.970	260.026330	26.140855	22.644	20.872	19.303	18.478	18.119	022.883	01.605	01.944	19.445	20.549
259.914203	26.186185	0.10504	0.00014	01.000	259.914210	26.186176	20.160	18.206	17.216	16.758	16.398	020.891	01.028	01.991	17.401	18.602
259.515156	26.510672	0.10719	0.00015	01.000	259.515162	26.510666	19.628	17.607	16.612	16.142	15.754	021.126	01.048	02.746	16.937	18.465
259.707245	26.376997	0.10428	0.00016	01.000	259.707232	26.377012	19.709	17.625	16.666	16.244	15.888	020.107	01.008	01.768	16.875	18.009
259.727517	26.350564	0.10665	0.00014	01.000	259.727491	26.350570	20.113	18.147	17.176	16.752	16.407	020.126	01.019	01.436	17.345	18.292
259.708464	26.280558	0.09365	0.00016	00.999	259.708444	26.280559	19.733	18.176	17.345	16.942	16.622	020.584	00.875	01.607	17.559	18.597
259.727814	26.237874	0.12545	0.00014	01.000	259.727798	26.237872	20.002	18.300	17.386	17.008	16.699	019.289	00.955	00.890	17.547	18.106
259.809511	26.283849	0.10527	0.00015	01.000	259.809491	26.283849	19.904	17.937	16.972	16.563	16.218	020.609	01.009	01.923	17.194	18.384
259.720166	26.295388	0.19402	0.00021	00.980	259.720145	26.295390	21.147	18.996	17.730	17.227	16.823	021.938	01.311	02.566	17.897	19.517
259.810444	26.236633	0.17638	0.00019	00.999	259.810441	26.236631	20.866	18.807	17.439	16.900	16.500	020.644	01.408	01.651	17.560	18.592
259.895411	26.169750	0.10585	0.00009	00.959	259.895401	26.169749	19.297	18.274	17.680	17.295	17.060	020.230	00.631	01.209	17.823	18.607
259.712502	26.989850	0.11087	0.00015	01.000	259.712499	26.989841	18.609	17.228	16.498	16.117	15.782	021.015	00.796	02.908	16.702	18.497
259.674381	26.985627	0.11092	0.00016	00.998	259.674376	26.985620	19.575	18.056	17.209	16.797	16.497	021.142	00.913	02.134	17.501	18.821
259.735628	27.018596	0.10444	0.00017	01.000	259.735627	27.018587	19.019	17.196	16.202	15.774	15.398	020.472	01.061	02.621	16.385	17.793
259.744543	27.015430	0.10327	0.00016	00.999	259.744542	27.015421	19.740	18.159	17.363	16.969	16.642	021.253	00.863	02.165	17.581	18.989
259.688681	26.965095	0.09289	0.00016	00.999	259.688675	26.965088	19.717	17.852	16.974	16.580	16.284	021.324	00.943	02.523	17.319	18.772
259.743007	27.053228	0.37364	0.00016	01.000	259.743010	27.053220	23.767	20.401	18.672	18.069	17.658	021.307	01.794	01.234	18.855	19.679
259.800871	26.923688	2.22572	0.00150	00.326	259.800868	26.923690	23.758	23.546	15.396	22.520	25.597	021.068	08.214	02.636	16.968	18.577
259.734324	26.909045	0.18165	0.00018	00.999	259.734316	26.909052	20.739	18.368	17.073	16.594	16.237	020.918	01.358	02.165	17.246	18.469
259.866072	26.975528	0.10455	0.00017	00.990	259.866073	26.975530	19.596	18.281	17.700	17.346	17.114	021.317	00.643	01.920	17.905	19.172
260.213866	26.265319	0.16929	0.00019	00.988	260.213865	26.265307	20.708	18.827	17.683	17.155	16.736	021.060	01.201	01.749	17.851	18.936
260.223204	26.187121	0.16998	0.00015	01.000	260.223206	26.187102	20.685	18.770	17.646	17.212	16.900	020.875	01.167	01.629	17.820	18.858
260.267712	27.033719	0.08727	0.00010	00.925	260.267722	27.033703	18.650	17.487	16.887	16.502	16.334	020.988	00.644	02.370	17.119	18.525
260.204389	27.069731	0.43221	0.00022	00.997	260.204393	27.069727	25.018	20.541	18.841	18.142	17.715	022.109	01.743	01.648	19.029	20.081
260.372883	27.000036	0.16303	0.00017	00.982	260.372898	27.000036	19.676	18.266	17.464	17.073	16.832	021.785	00.846	02.679	17.650	19.322
260.343920	26.975100	0.10278	0.00010	00.975	260.343932	26.975099	19.328	18.212	17.637	17.287	17.101	021.544	00.619	02.276	17.763	19.242
260.472581	26.882913	0.10069	0.00017	01.000	260.472587	26.882921	19.464	17.482	16.503	16.092	15.734	019.763	01.021	01.630	16.707	17.745
260.372635	26.875177	0.31836	0.00019	00.999	260.372642	26.875181	22.944	20.600	18.811	18.214	17.967	021.890	01.833	01.526	18.977	19.885
260.458521	26.621979	0.10296	0.00017	00.999	260.458506	26.621965	19.964	17.921	16.902	16.479	16.171	021.220	01.060	02.706	17.063	18.470
260.535853	26.799504	0.19552	0.00017	00.999	260.535833	26.799503	20.625	18.745	17.428	16.919	16.566	020.868	01.360	01.779	17.622	18.725
260.560083	26.720616	-0.00009	0.00007	01.000	260.560070	26.720609	21.372	18.928	17.727	17.079	16.703	019.354	01.242	00.798	17.849	18.282
260.478900	26.580444	0.18900	0.00015	00.999	260.478890	26.580432	20.739	18.758	17.542	17.101	16.737	021.343	01.257	02.082	17.756	18.875
