RA	DEC	z	ez	zconf	ra	dec	u	g	r	i	zm	mur	gr	r50	rp	rf
3751.02557	47.0499	0.221258	0.000132258	11.69	250.068366	47.049899	22.428	20.486	19.191	18.699	18.313	021.120	01.320	00.934	19.273	19.775
3751.0413	46.76853	0.23196	0.00062	ABELL	250.069316	46.768602	22.543	20.624	19.305	18.827	18.584	021.794	01.345	01.191	19.419	20.078
3751.0425	46.71928	0.22661	0.00085	ABELL	250.069200	46.719327	23.954	21.824	20.593	20.147	20.075	022.630	01.256	00.969	20.703	21.182
3751.0575	46.71331	0.22789	0.00030	ABELL	250.070224	46.713348	23.040	21.580	20.243	19.737	19.468	022.188	01.362	00.927	20.358	20.847
3751.05813	47.1883889	0.224955	0.00011518	14.36	250.070528	47.188391	22.514	20.217	18.821	18.359	18.060	021.178	01.419	01.124	18.929	19.594
3751.059	46.6311989	0.22496	0.00012989	12.72	250.070576	46.631196	21.867	20.685	19.320	18.835	18.486	021.617	01.388	01.100	19.415	20.093
3751.06065	46.66408	0.21569	0.00062	ABELL	250.070795	46.663898	23.345	21.696	20.423	19.959	19.570	022.898	01.297	01.206	20.496	21.262
3751.068	46.9000703	0.225657	0.000119383	11.51	250.071181	46.900066	21.784	19.872	18.575	18.069	17.705	022.157	01.322	01.902	18.766	19.937
3751.07232	46.6003417	0.244954	0.000106574	13.50	250.071495	46.600344	21.955	20.425	19.120	18.575	18.252	021.788	01.328	01.292	19.237	20.034
3751.1135	46.5965806	0.22904	0.000114413	14.36	250.074223	46.596580	23.141	21.104	19.827	19.400	19.049	021.594	01.300	00.861	19.924	20.378
3751.12185	46.744	0.22597	0.00036	ABELL	250.074561	46.744049	22.882	21.407	20.115	19.589	19.218	022.079	01.318	00.946	20.205	20.597
3751.13685	46.71	0.23098	0.00032	ABELL	250.075478	46.709996	22.894	20.538	19.117	18.715	18.214	021.190	01.446	00.997	19.202	19.718
3751.1481	46.67247	0.18908	0.00015	SDSS	250.076568	46.672489	20.547	18.610	17.447	17.013	16.719	020.756	01.187	01.733	17.567	18.627
3751.185	46.31064	0.23226	0.00006	SDSS	250.079006	46.310630	19.334	18.305	17.596	17.232	17.077	021.252	00.728	02.070	17.677	18.954
3751.19565	46.71153	0.22868	0.00056	ABELL	250.079316	46.711536	22.264	21.904	21.162	20.453	19.485	023.442	00.767	01.391	20.730	20.352
3751.20315	46.66911	0.22879	0.00017	ABELL	250.080351	46.668976	24.997	20.801	19.496	18.910	18.557	021.570	01.329	00.997	19.582	20.051
3751.20919	46.6825906	0.187014	9.92688e-05	15.64	250.080594	46.682593	21.431	19.572	18.318	17.816	17.440	020.944	01.279	01.259	18.449	19.201
3751.21185	46.68486	0.22340	0.00030	ABELL	250.080908	46.684733	22.524	20.509	19.263	18.770	18.454	021.278	01.271	00.966	19.358	19.866
3751.2132	46.89361	0.11047	0.00015	SDSS	250.080879	46.893614	20.250	18.314	17.307	16.898	16.521	019.771	01.032	01.177	17.422	18.106
3751.2381	46.71144	0.22435	0.00024	2MASX	250.082540	46.711483	20.252	17.882	16.655	16.094	15.727	022.302	01.252	04.761	16.919	19.054
3751.23925	46.9749908	0.224801	0.000110176	15.94	250.082615	46.974984	21.594	19.794	18.411	17.899	17.553	021.274	01.407	01.398	18.551	19.405
3751.24815	46.64481	0.22909	0.00035	ABELL	250.083285	46.644673	21.717	20.160	18.848	18.360	18.034	021.780	01.335	01.518	18.879	19.823
3751.25256	46.7091714	0.227822	0.000131992	13.17	250.083492	46.709173	22.491	21.014	19.590	19.044	18.465	022.528	01.449	01.742	19.328	20.034
3751.25469	47.1310997	0.223484	0.000105206	15.87	250.083661	47.131106	21.810	19.704	18.345	17.838	17.466	021.653	01.384	01.702	18.503	19.562
3751.25945	46.3084717	0.23172	9.99026e-05	14.81	250.083941	46.308475	21.862	20.141	19.045	18.496	18.089	022.213	01.115	01.617	19.174	20.206
3751.2738	46.67014	0.19124	0.00021	ABELL	250.084931	46.670027	21.914	19.675	18.451	17.957	17.640	020.830	01.248	01.139	18.552	19.180
3751.28565	46.69686	0.23427	0.00017	ABELL	250.085346	46.696831	21.886	20.091	18.720	18.199	17.795	021.323	01.396	01.246	18.850	19.579
3751.29375	46.76436	0.22464	0.00047	ABELL	250.086425	46.764403	22.918	21.070	19.737	19.263	18.859	021.925	01.359	01.063	19.797	20.382
3751.30065	46.71219	0.22125	0.00025	ABELL	250.086490	46.712228	21.704	20.314	19.297	18.701	17.944	025.179	01.043	07.902	18.695	20.195
3751.31505	46.47869	0.05857	0.00091	SDSS	250.087638	46.478699	17.615	16.944	16.735	16.266	16.389	020.083	00.232	01.763	16.857	17.925
3751.32807	46.6902808	0.189434	9.40986e-05	18.15	250.088541	46.690288	21.344	19.400	18.223	17.740	17.419	020.833	01.201	01.253	18.348	19.086
3751.32851	46.72324	0.219342	0.000132925	11.97	250.088558	46.723249	22.679	20.725	19.408	18.814	18.548	021.633	01.343	01.058	19.516	20.017
3751.3437	46.71092	0.21845	0.00033	ABELL	250.089278	46.710996	22.153	19.996	18.805	18.196	17.787	021.982	01.217	01.624	18.934	19.760
3751.34565	46.68011	0.18839	0.00054	ABELL	250.089800	46.679959	20.786	19.300	18.561	18.094	17.929	021.777	00.764	01.641	18.706	19.730
3751.35	46.7252083	0.230759	9.96691e-05	15.74	250.090027	46.725211	22.064	20.169	18.861	18.364	18.050	021.237	01.333	01.125	18.986	19.621
3751.35944	46.6841889	0.224695	0.000137329	 6.62	250.090653	46.684191	22.605	21.229	19.960	19.513	19.187	022.264	01.293	01.104	20.054	20.675
3751.3662	46.68792	0.18624	0.00030	ABELL	250.091242	46.687760	22.125	20.937	19.627	19.261	18.818	021.267	01.334	00.794	19.773	19.630
3751.3662	46.73289	0.22331	0.00025	ABELL	250.090931	46.732941	21.897	20.358	19.070	18.597	18.353	021.904	01.314	01.386	19.200	20.033
3751.36815	46.74564	0.21581	0.00020	ABELL	250.091096	46.745663	22.034	19.953	18.666	18.195	17.891	021.357	01.314	01.292	18.806	19.558
3751.3725	46.77164	0.21641	0.00036	ABELL	250.091430	46.771731	21.818	20.068	19.213	18.819	18.511	022.008	00.882	01.350	19.361	20.066
3751.37313	46.7015189	0.238508	0.000145668	 9.57	250.091556	46.701520	22.431	21.230	19.997	19.499	19.092	021.924	01.258	00.911	20.131	20.601
3751.3794	46.71283	0.20802	0.00033	B3	250.091755	46.712787	21.826	19.406	18.168	17.661	17.184	020.926	01.263	01.325	18.320	19.034
3751.38	46.71878	0.22525	0.00032	ABELL	250.091712	46.718791	23.852	21.273	19.905	19.385	18.968	021.590	01.394	00.813	20.045	20.383
3751.3875	46.76567	0.21890	0.00041	ABELL	250.092401	46.765738	22.593	21.223	20.001	19.509	19.223	022.161	01.249	01.038	20.085	20.647
3751.38775	47.1243706	0.298086	0.000106507	12.59	250.092528	47.124374	21.474	19.982	18.793	18.312	17.925	022.130	01.214	01.768	18.898	20.025
3751.39676	46.7040711	0.22999	0.000102604	16.30	250.093107	46.704070	22.778	20.463	19.018	18.468	18.120	021.236	01.470	01.066	19.102	19.713
3751.41438	46.2964897	0.231435	0.000137028	 9.42	250.094297	46.296485	23.157	21.142	19.964	19.567	19.107	022.419	01.197	01.122	20.174	20.809
3751.44394	47.0749894	0.223211	0.000112311	14.83	250.096285	47.074986	21.996	19.920	18.539	18.028	17.669	020.993	01.405	01.162	18.672	19.378
3751.44781	46.59404	0.224062	0.000100336	17.74	250.096508	46.594036	21.290	19.400	18.149	17.745	17.372	021.435	01.275	01.712	18.272	19.351
3751.45125	46.7161217	0.226658	0.000112044	13.46	250.096749	46.716122	22.571	20.438	19.079	18.602	18.291	021.557	01.384	01.181	19.201	19.897
3751.45168	47.0962294	0.221412	9.95023e-05	16.92	250.096769	47.096235	21.621	20.189	18.870	18.366	18.083	021.276	01.344	01.146	18.985	19.660
3751.4562	46.77556	0.11028	0.00015	2MASX	250.097096	46.775553	18.653	17.089	16.288	15.864	15.565	020.953	00.828	03.144	16.471	18.162
3751.46756	46.4748803	0.228281	8.50923e-05	13.38	250.097853	46.474875	21.778	19.867	18.535	18.018	17.729	021.520	01.355	01.466	18.694	19.599
3751.47495	46.67556	0.23217	0.00025	ABELL	250.098436	46.675624	23.417	20.568	19.189	18.692	18.320	021.541	01.404	01.120	19.300	19.928
3751.4787	46.70275	0.22875	0.00028	2MASX	250.098544	46.702786	21.073	19.002	17.537	17.016	16.667	021.342	01.490	02.173	17.662	18.921
3751.48125	46.71806	0.23240	0.00028	ABELL	250.098732	46.718021	21.971	19.975	18.524	18.007	17.702	021.148	01.477	01.282	18.614	19.389
3751.48175	46.3858908	0.396488	0.000117748	12.42	250.098806	46.385885	22.793	21.059	19.354	18.736	18.412	022.004	01.726	01.277	19.478	20.260
3751.48755	46.72222	0.22141	0.00020	ABELL	250.099068	46.722146	22.597	20.469	19.160	18.642	18.354	021.491	01.334	01.106	19.277	19.890
3751.4925	46.71467	0.23386	0.00014	SDSS	250.099491	46.714659	20.714	18.933	17.717	17.294	17.038	020.656	01.241	01.459	17.841	18.734
3751.51263	46.9964408	0.221827	0.000121017	12.75	250.100818	46.996444	22.927	20.716	19.350	18.864	18.530	021.780	01.389	01.141	19.499	20.158
3751.52594	46.8174208	0.221948	0.000112378	13.28	250.101698	46.817420	23.017	21.154	19.849	19.373	19.011	021.781	01.331	00.924	19.958	20.365
3751.53019	46.5845908	0.253311	0.000119616	13.14	250.102010	46.584583	21.909	20.107	18.766	18.269	17.918	022.123	01.365	01.738	18.928	19.992
3751.53363	46.5111314	0.223875	0.000150771	 9.11	250.102235	46.511132	22.648	21.203	19.914	19.515	19.171	021.912	01.312	00.939	20.054	20.568
3751.53435	46.70614	0.22033	0.00026	ABELL	250.102452	46.705938	22.758	20.574	19.193	18.630	18.314	022.046	01.407	01.524	19.136	19.681
3751.54225	46.5472411	0.230939	0.000134326	10.15	250.102820	46.547244	23.844	21.404	19.932	19.442	19.519	021.739	01.495	00.894	19.987	20.275
3751.54935	46.67722	0.23311	0.00050	ABELL	250.103075	46.677001	24.123	22.394	20.819	20.392	19.847	022.437	01.599	00.755	21.052	21.323
3751.54994	46.9656906	0.227009	0.000166282	10.04	250.103312	46.965691	22.838	21.203	19.934	19.348	18.921	022.195	01.292	01.087	20.019	20.630
3751.56315	46.73858	0.13463	0.00045	ABELL	250.104340	46.738386	20.521	19.218	18.438	18.030	17.759	021.794	00.806	01.741	18.595	19.696
3751.58685	46.73625	0.22560	0.00051	ABELL	250.105956	46.736023	24.938	21.107	19.780	19.330	19.147	021.938	01.353	01.010	19.921	20.435
3751.5963	46.72856	0.22131	0.00023	ABELL	250.106614	46.728376	22.013	20.083	18.901	18.416	18.136	021.385	01.208	01.166	19.057	19.725
3751.6125	46.70964	0.21019	0.00027	ABELL	250.107574	46.709413	21.836	19.540	18.288	17.810	17.482	020.855	01.277	01.244	18.386	19.138
3751.62251	46.6699714	-0.000837014	0.000146768	 6.18	250.108162	46.669975	24.472	21.264	19.921	19.329	18.963	021.261	01.368	00.690	20.072	20.347
3751.665	46.73719	0.22512	0.00037	ABELL	250.111189	46.736987	22.671	21.073	19.786	19.233	18.927	021.621	01.313	00.889	19.881	20.301
3751.68125	46.6102106	0.220632	0.00011021	14.64	250.112075	46.610217	22.861	20.640	19.390	18.908	18.609	021.500	01.273	00.999	19.507	20.046
3751.68435	46.76214	0.23661	0.00078	ABELL	250.112526	46.761926	22.908	21.747	20.682	20.403	20.203	022.317	01.091	00.783	20.853	21.154
3751.72938	46.7957917	0.409436	0.000173554	 6.72	250.115276	46.795783	21.997	21.347	19.835	19.223	18.861	022.406	01.538	01.242	19.940	20.651
3751.7688	46.69622	0.22271	0.00035	ABELL	250.117997	46.696035	22.733	21.345	20.073	19.604	19.425	021.839	01.297	00.876	20.131	20.588
3751.7844	46.76719	0.21494	0.00015	SDSS	250.118949	46.767196	20.044	18.463	17.504	17.180	16.975	022.215	00.986	03.131	17.742	19.523
3751.81644	46.8206711	0.228162	0.000138963	10.44	250.121078	46.820669	24.031	20.981	19.877	19.318	18.973	022.214	01.130	01.100	20.012	20.596
3751.83494	46.72089	0.214356	0.000165181	 9.40	250.122337	46.720885	23.228	20.981	19.642	19.123	18.804	021.696	01.365	00.996	19.710	20.264
3751.83663	46.4311714	0.224069	0.000109609	14.68	250.122437	46.431173	22.509	20.829	19.657	19.227	18.919	021.315	01.194	00.818	19.756	20.159
3751.85682	46.6851617	0.230532	0.000149771	10.81	250.123782	46.685158	22.673	21.099	19.778	19.286	18.935	021.602	01.345	00.883	19.877	20.320
3751.8588	46.70881	0.21242	0.00065	ABELL	250.124073	46.708602	22.473	21.358	20.086	19.655	19.303	022.196	01.298	00.993	20.216	20.730
3751.89756	46.6794206	0.233901	0.000141998	10.71	250.126494	46.679429	23.703	20.905	19.609	19.130	18.998	021.781	01.321	01.048	19.684	20.295
3751.90699	46.5840417	0.2176	8.04558e-05	16.69	250.127115	46.584035	21.800	19.992	18.619	18.162	17.770	021.021	01.397	01.153	18.717	19.426
3751.90831	46.8111917	0.218073	0.000164214	 8.79	250.127202	46.811195	23.058	21.003	19.788	19.478	19.221	022.187	01.241	01.165	19.860	20.508
3751.9188	46.69628	0.22434	0.00024	ABELL	250.127961	46.696107	23.157	20.483	19.247	18.737	18.515	021.733	01.262	01.191	19.358	20.048
3751.92031	46.4822389	0.232203	0.000125887	12.99	250.128008	46.482243	21.799	20.001	18.565	17.998	17.698	021.643	01.459	01.525	18.732	19.693
3751.92719	46.8855706	0.219161	0.000197737	 7.61	250.128478	46.885567	24.337	20.759	19.554	18.891	18.501	023.050	01.229	01.884	19.680	20.844
3751.95594	46.6574592	0.544688	0.000105973	13.96	250.130372	46.657459	24.247	21.398	19.689	18.762	18.393	022.120	01.733	01.200	19.729	20.461
3751.99185	46.67933	0.23048	0.00047	ABELL	250.132554	46.679116	22.501	20.551	19.111	18.610	18.279	021.204	01.465	00.990	19.231	19.750
3751.9962	46.70847	0.24249	0.00026	ABELL	250.133130	46.708306	20.464	18.605	17.494	17.095	16.897	022.454	01.137	03.423	17.787	19.637
3752.00565	46.77689	0.21658	0.00025	ABELL	250.133985	46.776688	22.117	20.546	19.305	18.816	18.550	021.916	01.268	01.265	19.411	20.153
3752.0313	46.48472	0.23001	0.00019	2MASX	250.135397	46.484707	20.407	18.019	16.589	16.080	15.740	020.994	01.454	02.937	16.659	18.165
3752.0457	46.58819	0.05874	0.00017	2MASX	250.136333	46.588188	18.783	16.984	16.073	15.596	15.222	021.127	00.935	03.799	16.234	18.271
3752.0619	46.77922	0.22256	0.00015	SDSS	250.137440	46.779212	21.096	19.032	17.673	17.200	16.865	020.884	01.385	01.677	17.766	18.766
3752.0625	46.75031	0.22602	0.00027	ABELL	250.137737	46.750127	21.662	20.036	18.679	18.180	17.834	021.566	01.383	01.416	18.816	19.672
3752.08065	46.73031	0.22503	0.00038	ABELL	250.138861	46.730141	24.388	21.441	20.147	19.608	19.202	021.965	01.320	00.886	20.233	20.654
3752.1087	46.67533	0.23541	0.00058	ABELL	250.140364	46.675120	21.905	21.122	19.979	19.481	18.978	022.604	01.168	01.210	20.195	20.857
3752.10957	47.0567397	0.365261	0.000113112	11.18	250.140640	47.056742	21.622	20.514	18.810	18.211	17.856	022.227	01.727	01.752	19.014	20.098
3752.13019	46.4766883	0.220085	0.000110043	15.24	250.141996	46.476686	21.262	19.439	18.156	17.665	17.365	021.377	01.306	01.640	18.308	19.330
3752.13231	46.7857894	0.226143	0.000105073	14.71	250.142146	46.785782	21.676	20.002	18.605	18.068	17.688	021.832	01.423	01.640	18.763	19.744
3752.13875	46.3147203	0.260013	0.000117948	13.66	250.142584	46.314717	22.761	20.753	19.358	18.841	18.522	021.885	01.414	01.211	19.474	20.208
3752.14007	46.4722786	0.223417	0.000102771	15.10	250.142691	46.472280	22.183	19.842	18.604	18.159	17.889	021.159	01.261	01.214	18.743	19.481
3752.14065	46.65108	0.21920	0.00032	ABELL	250.142534	46.650901	22.433	20.920	19.714	19.269	18.914	021.657	01.230	00.914	19.857	20.310
3752.1807	46.54469	0.03083	0.00016	2MASX	250.145401	46.544630	17.334	15.620	14.858	14.491	14.240	021.072	00.786	06.393	15.048	17.668
3752.19435	46.74586	0.22917	0.00053	ABELL	250.146438	46.745708	21.757	20.363	18.999	18.459	18.208	021.853	01.390	01.429	19.083	19.955
3752.2263	46.69133	0.22225	0.00031	ABELL	250.148159	46.691124	22.642	20.828	19.459	18.953	18.528	021.400	01.394	00.927	19.570	20.024
3752.2587	46.56239	0.23282	0.00014	2MASX	250.150581	46.562387	20.968	18.809	17.403	16.896	16.568	020.882	01.430	01.904	17.489	18.629
3752.26662	47.0986594	0.223243	0.000119149	13.95	250.151106	47.098662	22.108	20.011	18.642	18.063	17.704	021.623	01.393	01.466	18.797	19.612
3752.26838	46.6313208	0.227673	0.000132392	11.56	250.151192	46.631318	22.185	20.787	19.510	19.041	18.782	021.815	01.301	01.098	19.617	20.248
3752.27565	46.73842	0.23397	0.00026	ABELL	250.151899	46.738284	22.181	20.308	18.911	18.443	18.178	021.395	01.423	01.188	19.026	19.726
3752.30313	46.5031394	0.253721	0.000159077	 8.64	250.153514	46.503141	22.047	20.192	19.010	18.511	18.236	021.967	01.205	01.466	19.141	20.064
3752.31	46.70806	0.21594	0.00068	ABELL	250.154032	46.707887	22.092	21.280	20.002	19.676	19.248	022.868	01.304	01.386	20.164	20.990
3752.33356	46.5897103	0.22854	0.000103472	17.15	250.155560	46.589711	21.523	19.677	18.342	17.876	17.546	020.739	01.359	01.150	18.441	19.122
3752.33444	46.6112786	0.220422	0.000168584	 8.29	250.155598	46.611286	21.723	20.592	19.427	18.972	18.633	022.193	01.189	01.385	19.491	20.324
3752.34562	46.5371208	0.26064	0.000102338	16.49	250.156358	46.537124	22.090	20.251	18.893	18.388	18.165	021.038	01.382	01.028	18.983	19.589
3752.34562	46.7210883	0.409788	0.000125254	 8.31	250.156347	46.721091	21.286	20.453	19.281	18.849	18.475	022.530	01.198	01.682	19.406	20.470
3752.35185	46.74167	0.40969	0.00060	ABELL	250.156973	46.741517	22.777	21.703	20.255	19.587	19.248	022.828	01.475	01.237	20.371	21.061
3752.3538	46.64964	0.26365	0.00031	ABELL	250.156799	46.649500	20.580	19.584	18.825	18.489	18.212	021.099	00.783	01.087	18.923	19.540
3752.36662	46.7522889	0.411731	0.000116381	15.90	250.157771	46.752287	22.558	20.423	18.553	17.820	17.386	022.428	01.896	02.314	18.611	19.881
3752.37006	46.3719483	0.438206	7.50187e-05	17.56	250.158005	46.371952	21.512	20.677	19.567	19.053	18.696	021.962	01.131	01.172	19.622	20.288
3752.3712	46.713	0.21865	0.00045	ABELL	250.158245	46.712857	21.780	20.874	19.563	19.047	18.708	021.690	01.337	01.046	19.597	20.202
3752.40315	46.72997	0.21953	0.00026	ABELL	250.160303	46.729820	21.585	20.512	19.741	19.526	19.266	022.173	00.797	01.189	19.802	20.488
3752.41065	46.70983	0.22449	0.00057	ABELL	250.160681	46.709733	22.909	21.764	20.520	20.093	19.693	022.213	01.270	00.822	20.644	21.004
3752.41257	46.9583092	0.18996	9.65336e-05	16.80	250.160856	46.958303	21.756	20.100	18.873	18.375	18.052	020.750	01.250	00.905	18.972	19.463
3752.42368	46.4217986	0.24415	0.000117248	11.88	250.161584	46.421801	21.432	19.606	18.468	17.998	17.708	022.182	01.161	02.047	18.631	19.834
3752.43	46.67242	0.19045	0.00069	ABELL	250.161861	46.672218	21.345	20.096	19.134	18.631	18.361	022.176	00.986	01.530	19.258	20.209
3752.46	46.71453	0.22346	0.00028	ABELL	250.164084	46.714384	22.448	20.244	18.974	18.511	18.137	021.917	01.295	01.426	19.151	20.012
3752.46793	46.6504592	0.263961	0.000112678	11.57	250.164524	46.650461	21.307	20.450	19.316	19.003	18.596	022.246	01.158	01.469	19.416	20.129
3752.4825	46.65194	0.22537	0.00034	ABELL	250.165331	46.651773	21.408	19.342	17.972	17.486	17.162	021.083	01.394	01.610	18.054	19.012
3752.4912	46.74592	0.21652	0.00027	ABELL	250.166262	46.745726	22.946	20.679	19.490	18.995	18.640	021.736	01.215	01.052	19.631	20.199
3752.50482	46.6743697	0.225139	0.000132559	12.85	250.166986	46.674369	23.334	21.140	19.741	19.209	18.870	021.565	01.423	00.880	19.848	20.275
3752.52588	46.6301917	0.221514	0.000127155	12.65	250.168401	46.630195	21.946	20.012	18.664	18.155	17.832	021.598	01.372	01.458	18.784	19.690
3752.54685	46.34686	0.06970	0.00019	SDSS	250.169788	46.346859	18.913	17.891	17.257	17.115	16.815	022.602	00.655	04.404	17.388	19.782
3752.56935	46.66969	0.22145	0.00078	ABELL	250.171188	46.669530	22.575	21.334	19.965	19.496	19.260	022.010	01.394	00.967	20.088	20.587
3752.57394	46.6047286	0.223568	0.000132025	10.19	250.171581	46.604726	22.486	20.943	19.649	19.156	18.808	021.708	01.318	00.969	19.781	20.286
3752.58981	46.6104508	0.243796	0.000102638	14.86	250.172644	46.610456	23.822	20.054	18.541	18.020	17.667	021.387	01.537	01.355	18.732	19.549
3752.6088	46.67317	0.22414	0.00051	ABELL	250.173743	46.672971	22.439	20.689	19.465	19.004	18.732	021.493	01.248	00.968	19.569	20.086
3752.634	46.5059814	0.229613	0.000232328	 5.39	250.175572	46.505978	20.757	19.452	18.157	17.664	17.359	021.693	01.319	01.906	18.297	19.488
3752.634	46.5059814	0.536573	3.34565e-05	15.50	250.175572	46.505978	20.757	19.452	18.157	17.664	17.359	021.693	01.319	01.906	18.297	19.488
3752.64987	47.0997506	0.223897	0.00013923	12.55	250.176660	47.099747	22.131	20.427	19.139	18.636	18.272	021.278	01.312	01.017	19.246	19.816
3752.66487	46.9580689	0.483913	0.000133759	 6.87	250.177659	46.958064	21.631	21.059	19.997	19.605	19.516	022.575	01.085	01.199	20.186	20.847
3752.67395	46.78014	0.227164	0.000109543	13.51	250.178242	46.780136	22.027	20.572	19.292	18.807	18.506	021.380	01.306	00.981	19.427	19.927
3752.67476	46.6346894	0.2225	0.000178557	 8.17	250.178324	46.634692	22.182	21.011	19.829	19.361	19.161	021.870	01.206	00.971	19.939	20.420
3752.6763	46.64531	0.22300	0.00007	SPS	250.178382	46.645182	21.717	20.941	20.308	20.095	19.814	022.507	00.657	01.026	20.456	20.976
3752.6765	46.5336608	0.231602	6.42112e-05	16.18	250.178431	46.533660	22.594	20.653	19.389	18.854	18.518	021.545	01.288	01.032	19.482	20.103
3752.69925	47.1187211	0.321419	0.000175889	 6.23	250.179943	47.118719	25.964	20.917	19.562	18.992	18.526	023.418	01.379	02.226	19.685	20.992
3752.70438	46.61063	0.232101	0.000117715	12.96	250.180277	46.610640	21.006	19.699	18.481	17.994	17.617	021.541	01.242	01.510	18.651	19.577
3752.7162	46.74581	0.21958	0.00052	ABELL	250.181213	46.745665	23.259	21.589	20.385	19.904	19.740	022.358	01.230	00.914	20.558	20.960
3752.75419	46.8518411	0.525008	0.000163714	 7.10	250.183595	46.851846	22.634	21.239	19.843	19.163	18.709	022.963	01.420	01.540	20.030	20.956
3752.77087	46.5684586	0.226027	0.000120917	13.73	250.184727	46.568461	21.509	19.534	18.188	17.689	17.330	021.601	01.370	01.824	18.301	19.397
3752.7762	46.672	0.22681	0.00049	ABELL	250.184978	46.671798	22.563	20.962	19.601	19.133	18.799	021.741	01.386	01.005	19.735	20.272
3752.81037	46.7851906	0.230693	0.00015434	10.36	250.187345	46.785188	23.160	21.258	19.992	19.490	19.210	021.839	01.292	00.896	20.082	20.537
3752.8512	46.72403	0.21943	0.00051	ABELL	250.190048	46.723909	21.877	21.158	20.592	20.261	20.361	022.694	00.592	00.983	20.736	21.016
3752.8662	46.74981	0.19234	0.00061	ABELL	250.191186	46.749686	22.569	21.153	20.376	19.940	19.650	022.499	00.803	00.976	20.557	21.011
3752.87988	46.8011514	0.228622	0.00012502	13.27	250.192003	46.801153	21.890	19.931	18.564	18.069	17.756	021.247	01.393	01.291	18.697	19.459
3752.89881	46.7981681	0.227566	0.000125921	10.80	250.193252	46.798169	22.014	20.836	19.619	19.182	18.814	022.051	01.243	01.155	19.743	20.402
3752.90007	47.1160392	0.366959	0.000176856	 7.47	250.193321	47.116040	22.954	20.617	19.249	18.662	18.393	022.951	01.392	02.050	19.397	20.692
3752.91724	46.5280686	0.371881	0.000119816	12.09	250.194471	46.528066	23.406	21.284	19.641	19.142	18.766	021.695	01.667	00.986	19.731	20.265
3753	46.69903	0.22328	0.00065	ABELL	250.200052	46.698948	24.218	21.632	20.370	19.955	19.517	021.932	01.287	00.794	20.438	20.813
3753.08588	46.71352	0.21442	7.72869e-05	16.91	250.205722	46.713529	21.798	20.133	18.743	18.257	17.897	021.492	01.415	01.323	18.889	19.681
3753.08763	46.5013886	0.228842	0.000121718	12.19	250.205819	46.501389	22.031	20.859	19.483	19.034	18.648	021.393	01.399	00.919	19.581	20.076
3753.11637	46.7549706	0.229501	0.000129023	12.59	250.207749	46.754969	21.914	20.528	19.145	18.636	18.310	021.576	01.408	01.185	19.212	19.929
3753.14745	46.76039	0.07014	0.00008	SDSS	250.209821	46.760395	18.850	17.674	17.118	16.779	16.588	020.390	00.582	01.707	17.234	18.308
3753.15288	46.7710494	0.222911	0.000115447	14.08	250.210202	46.771051	22.496	20.702	19.534	19.057	18.704	021.950	01.194	01.163	19.627	20.286
3753.21594	46.8123283	0.229564	0.000182426	 6.49	250.214392	46.812334	23.195	21.139	19.980	19.497	19.196	022.352	01.184	01.119	20.113	20.687
3753.25969	46.8993989	0.228079	0.000156875	 9.92	250.217323	46.899396	23.964	21.006	19.795	19.313	19.028	021.656	01.234	00.906	19.875	20.374
3753.26313	46.8364181	0.223896	0.000106707	15.46	250.217535	46.836421	22.011	20.186	18.989	18.532	18.295	021.413	01.221	01.169	19.079	19.739
3753.279	46.5824586	0.22761	0.000124353	11.93	250.218618	46.582461	21.973	20.432	19.130	18.683	18.363	022.128	01.325	01.530	19.210	20.152
3753.31419	46.8026086	0.227355	0.000121518	13.92	250.220954	46.802611	22.221	19.619	18.177	17.659	17.313	021.196	01.467	01.500	18.321	19.224
3753.32625	46.8502997	0.228829	0.000214482	 6.12	250.221729	46.850301	22.175	20.852	19.867	19.292	18.921	023.036	01.008	01.641	19.965	20.976
3753.32685	46.2625	0.15197	0.00006	SDSS	250.221782	46.262501	19.332	18.539	17.997	17.682	17.545	021.333	00.560	01.737	18.139	19.213
3753.32925	47.0685692	0.170448	0.000129556	11.06	250.221943	47.068564	22.302	20.501	19.422	18.996	18.759	021.493	01.101	00.989	19.522	20.087
3753.44382	47.1029586	0.365424	0.000113412	13.15	250.229576	47.102960	21.792	20.712	18.963	18.402	18.013	022.402	01.771	01.862	19.057	20.176
3753.45626	46.8395308	-0.000101204	0.000178924	 5.68	250.230413	46.839537	22.984	21.107	19.588	18.534	18.078	021.420	01.543	00.868	19.732	20.089
3753.46144	46.6496697	0.22403	0.000163313	 8.36	250.230786	46.649671	21.787	20.803	19.509	19.095	18.803	021.784	01.318	01.081	19.620	20.237
3753.47988	46.8692589	0.224672	9.3298e-05	17.52	250.231987	46.869256	21.575	19.858	18.736	18.349	18.100	020.524	01.145	00.875	18.819	19.298
3753.48888	46.2535514	0.152444	7.91549e-05	17.69	250.232607	46.253552	19.725	17.853	16.691	16.212	15.848	020.723	01.180	02.358	16.865	18.215
3753.50475	46.8369903	0.224551	0.000152372	10.45	250.233649	46.836986	22.198	20.185	18.844	18.316	17.957	021.694	01.365	01.402	18.965	19.803
3753.50562	46.6648711	0.227772	9.29645e-05	17.64	250.233707	46.664862	21.468	19.332	17.926	17.440	17.106	021.462	01.430	01.840	18.143	19.265
